professional_key,nconst,name,multiple_profession_key,birthyear,deathyear
60291458,nm0025794,Tom Ancell,1006,,
60291459,nm0025795,Jean-Philippe Ancelle,506,,
60291460,nm0025797,Marisa Ancelli,734,,
60291461,nm0025798,Philippe Ancellin,304,,
60291462,nm0025799,Claudine Ancelot,27,,
60291463,nm0025800,Carlo Ancelotti,506,1959,
60291464,nm0025801,Gaston Ancelovici,51,1945,2017
60291465,nm0025802,Charles L. Anceney,1189,,
60291466,nm0025803,John Anceriz,720,,
60291467,nm0025804,Gaston Ancessi,348,,
60291468,nm0025805,Rajiv Anchal,556,,
60291469,nm0025806,Alfredo Anchando,506,,
60291470,nm0025807,Mikhail Ancharov,965,1923,1990
60291471,nm0025808,Alberto Anchart,506,1931,2011
60291472,nm0025809,Opal Anchel,27,1975,
60291473,nm0025810,Vivi Ancher,27,1934,2004
60291474,nm0025811,Bernie Ancheta,1283,,
60291475,nm0025812,Rebecca Ancheta-Blum,239,,
60291476,nm0025813,José de Anchieta,1324,1948,2019
60291477,nm0025814,Chris Anchinvole,506,,
60291478,nm0025815,Victor Anchipolovsky,506,,
60291479,nm0025816,Pier Giovanni Anchisi,81,,
60291480,nm0025819,Pamela Anchon,106,,
60291481,nm0025820,Andrei Anchugov,659,1961,2002
60291482,nm0025821,Leo Anchóriz,714,1932,1987
60291483,nm0025822,Damien Anciano,506,,
60291484,nm0025823,Dominic Anciano,51,1959,
60291485,nm0025824,Laura Anciano,27,,
60291486,nm0025825,Marcello Daciano,51,1977,
60291487,nm0025826,Bert Anciaux,506,1959,
60291488,nm0025827,Raphaël Anciaux,1140,,
60291489,nm0025828,Garth Ancier,1108,1957,
60291490,nm0025829,Rhoda Ancill,110,,
60291491,nm0025830,Fabio Ancillai,348,,
60291492,nm0025831,Fausto Ancillai,348,,
60291493,nm0025832,Alberto Ancilotto,697,1903,1971
60291494,nm0025833,Henri Ancilotti,764,,
60291495,nm0025834,Sharmon Anciola,27,,
60291496,nm0025835,Laurent Ancion,770,,
60291497,nm0025836,Verónica Anciones,580,,
60291498,nm0025837,Carlos Ancira,29,1929,1987
60291499,nm0025838,Jorge Ancira,506,1921,1971
60291500,nm0025839,Kris Ancira,27,,
60291501,nm0025840,Norma Ancira,27,,
60291502,nm0025841,Yvette Ancira,734,,
60291503,nm0025842,Helen Ancis,27,,
60291504,nm0025843,Cecile Anckarswärd,27,1942,
60291505,nm0025844,Olivia Ancker,27,,
60291506,nm0025845,Stina Ancker,732,,
60291507,nm0025846,Ed Ancoats,582,,
60291508,nm0025847,Jeremy Ancock,270,,
60291509,nm0025848,Rey Ancog,348,,
60291510,nm0025849,Edward P. Ancona Jr.,151,1921,2005
60291511,nm0025850,Amy B. Ancona,1246,,
60291512,nm0025851,Joey Ancona,506,,
60291513,nm0025852,Ronni Ancona,620,1966,
60291514,nm0025853,Solange Ancona,27,,
60291515,nm0025854,Steve Ancona,1010,,
60291516,nm0025855,Luciano Anconetani,1371,,
60291517,nm0025856,Marcello Anconetani,1010,,
60291518,nm0025857,Richard Anconina,1137,1953,
60291519,nm0025858,Joseph Ancore Jr.,1371,,
60291520,nm0025859,Pierre Ancrenaz,1010,,
60291521,nm0025860,Robin Ancrum,420,,
60291522,nm0025861,Gary W. Anctil,366,,
60291523,nm0025862,Pierre Anctil,331,,
60291524,nm0025863,Adrian Ancuta,506,,
60291525,nm0025864,Andrzej Ancuta,1241,1919,2009
60291526,nm0025865,Tomira Ancuta,1184,,
60291527,nm0025866,Zygmunt Ancypa,812,,
60291528,nm0025867,Paul Anczykowski,758,,
60291529,nm0025868,Emin And,506,,
60291530,nm0025869,Ben Ka-Seung Ting,506,,
60291531,nm0025870,Raúl de Anda Jr.,51,1940,2019
60291532,nm0025871,Agustín de Anda,1361,1933,1960
60291533,nm0025872,Beatriz Anda,918,,
60291534,nm0025873,Montse Anda,27,,
60291535,nm0025874,Raúl de Anda,51,1908,1997
60291536,nm0025875,Salvador de Anda,33,,
60291537,nm0025876,Fatma Andaç,27,1925,2005
60291538,nm0025877,Margit Andaházy,27,1923,1975
60291539,nm0025878,Györgyi Andai,27,1947,2016
60291540,nm0025879,Kati Andai,27,1948,
60291541,nm0025880,Tony Andal,506,1919,1983
60291542,nm0025881,Andaleeb,27,,
60291543,nm0025882,Mon Andalis,720,,
60291544,nm0025883,Brad Andalman,167,,
60291545,nm0025884,Guelfo Andalo,1282,,1945
60291546,nm0025885,Marisa Andalò,582,,
60291547,nm0025886,Sandy Andolong,733,,
60291548,nm0025887,Anouk Andaloro,1080,,
60291549,nm0025888,Joseph Andaloro,1250,,
60291550,nm0025889,El Andaluz,506,,
60291551,nm0025890,Emilio Andaluz,569,,
60291552,nm0025891,Mig Macario,849,,
60291553,nm0025892,Said Andam,690,,
60291554,nm0025893,Jesusa Andany,27,1943,
60291555,nm0025895,David Andar,506,,
60291556,nm0025896,Cudah Andarawewa,1010,,
60291557,nm0025898,Diane Andazola,621,,
60291558,nm0025899,Mats Andberg,1262,,
60291559,nm0025900,Michael Ande,1140,1944,
60291560,nm0025901,José Andechaga,506,,
60291561,nm0025903,Alice Andreini,1224,,
60291562,nm0025904,Clemens Andel,506,,
60291563,nm0025905,Pavel Andel,81,1966,
60291564,nm0025907,Fritz Andelfinger,105,,
60291565,nm0025908,James Andelin,506,1917,2006
60291566,nm0025909,Anders Andelius,1137,1923,1983
60291567,nm0025910,Margit Andelius,2,1897,1986
60291568,nm0025911,Mona Andelius,27,,
60291569,nm0025912,April Andell,27,,
60291570,nm0025913,Eva Andell,27,,
60291571,nm0025914,Pia Andell,51,1964,
60291572,nm0025915,Randolph W. Andell,1224,,
60291573,nm0025916,Randy Andell,1224,,
60291574,nm0025917,Juli Andelman,612,1949,2005
60291575,nm0025918,Philip Andelman,697,,
60291576,nm0025919,Lenka Andelová,734,,
60291577,nm0025920,Arlen Andelson,27,,
60291578,nm0025921,Efren Andelu,506,,
60291579,nm0025923,Antonio Andeme,506,,
60291580,nm0025924,Bea Anden,27,,
60291581,nm0025925,Mathew Anden,506,1942,1985
60291582,nm0025926,Géza von Cziffra,105,1900,1989
60291583,nm0025927,Ants Ander,506,1931,
60291584,nm0025928,Bernd Ander,506,,
60291585,nm0025929,Birgitta Ander,27,1940,
60291586,nm0025930,Calvin Ander,506,,
60291587,nm0025931,Calvin Ander,506,,
60291588,nm0025932,Charlotte Ander,27,1902,1969
60291589,nm0025933,Lisl Ander,27,,
60291590,nm0025934,Régis Ander,81,,
60291591,nm0025935,Siv Ander,734,,
60291592,nm0025936,René Ander-Huber,506,,
60291593,nm0025937,Ondrej Andera,237,1974,
60291594,nm0025938,Mark Anderako,506,,
60291595,nm0025939,Bengt Anderberg,582,1920,2008
60291596,nm0025940,Bertil Anderberg,506,1913,1991
60291597,nm0025941,Carl-Olof Anderberg,1082,1914,1972
60291598,nm0025942,Dave Anderberg,988,,
60291599,nm0025943,Fritz Anderberg,506,,
60291600,nm0025944,Marianne Anderberg,27,1924,2017
60291601,nm0025945,Torgny Anderberg,1195,1919,2000
60291602,nm0025946,Viveka Anderberg,27,,
60291603,nm0025947,Åsa Anderberg Strollo,1103,,
60291604,nm0025948,Victor J. Anderberry,609,,
60291605,nm0025950,Michael Andercon,506,,
60291606,nm0025951,Jorge Andere Daher,582,,
60291607,nm0025952,Antonio Andere,506,1916,2004
60291608,nm0025953,Chantal Andere,27,1972,
60291609,nm0025954,Jacqueline Andere,27,1938,
60291610,nm0025955,Adam Thomas Anderegg,51,,
60291611,nm0025956,Roman Janos,423,,
60291612,nm0025957,Yelena Anderegg,27,1920,2008
60291613,nm0025958,Jackson Anderer,1383,1972,
60291614,nm0025960,Liesl Andergast,27,1905,1980
60291615,nm0025961,Maria Andergast,2,1912,1995
60291616,nm0025962,Hansje Anderiesen,506,1929,
60291617,nm0025964,Deborah Anderko,94,,
60291618,nm0025965,Thomas Anderkvist,1038,,
60291619,nm0025966,Craig Anderl,1241,,
60291620,nm0025967,David Anderle,1082,1937,2014
60291621,nm0025968,Derric D. Andelin,506,,
60291622,nm0025969,Adam Anderly,506,,
60291623,nm0025970,David Anderman,106,,
60291624,nm0025971,Gunilla Anderman,582,,
60291625,nm0025972,Maureen Anderman,2,1946,
60291626,nm0025973,Andrea Andermann,51,,
60291627,nm0025974,Jürgen Andermann,168,,
60291628,nm0025975,Ursula Andermatt,27,1957,2022
60291629,nm0025977,A. Anders,609,,
60291630,nm0025978,Allison Anders,51,1954,
60291631,nm0025979,Anna Anders,27,,
60291632,nm0025980,Avalon Anders,27,1963,
60291633,nm0025981,Bill Anders,506,,
60291634,nm0025982,Birgit Anders,27,1952,
60291635,nm0025984,Bruce Anders,720,,
60291636,nm0025986,Chris Anders,506,1937,1991
60291637,nm0025987,Chris Anders,1080,,
60291638,nm0025988,Christian Anders,588,1945,
60291639,nm0025989,Christie Anders,110,,
60291640,nm0025990,Christie Skinner,110,,
60291641,nm0025991,Dan Anders,506,,
60291642,nm0025992,Darlene Anders,27,,
60291643,nm0025993,Derek Anders,506,,
60291644,nm0025994,Devon Anders,734,,
60291645,nm0025995,Dieter Anders,511,,
60291646,nm0025997,Donna Anderson,27,1939,
60291647,nm0025998,Dorothée Anders,840,,
60291648,nm0026000,Ed Anders,117,,
60291649,nm0026001,Ekkehard Anders,1306,,
60291650,nm0026002,Elisa Anders,27,,
60291651,nm0026003,Elliot Anders,99,,
60291652,nm0026004,Ernst Anders,506,1928,1991
60291653,nm0026005,Erwin Anders,1059,1908,1972
60291654,nm0026006,Evelyn Anders,27,,
60291655,nm0026007,Fred Anders,348,,
60291656,nm0026009,Fritz Anders,582,,
60291657,nm0026010,George Anders,506,,
60291658,nm0026011,Glenn Anders,506,1889,1981
60291659,nm0026012,Günther Anders,1059,1908,1977
60291660,nm0026013,Hans Waldemar Anders,506,,
60291661,nm0026014,Harris Anders,582,,
60291662,nm0026015,Heinz Anders,33,,
60291663,nm0026016,Helga Anders,734,1948,1986
60291664,nm0026017,Hermann Anders,770,1936,
60291665,nm0026018,Holland Anders,609,,
60291666,nm0026019,Iain Anders,506,1933,1997
60291667,nm0026020,Ina Anders,27,1931,1978
60291668,nm0026021,Irene Anders,27,1929,1988
60291669,nm0026022,Jamie Anders,506,,
60291670,nm0026025,Johannes Anders,1363,,
60291671,nm0026026,John C. Anders,506,,
60291672,nm0026027,Julia Anders,27,,
60291673,nm0026028,Kaleo Anders,506,,
60291674,nm0026029,Karen Anders,27,1928,1994
60291675,nm0026030,Kimberly Anders,27,,
60291676,nm0026031,Kristoffer Anders,506,,
60291677,nm0026032,Laurie Anders,2,1922,1992
60291678,nm0026033,Lezlie Anders,27,,
60291679,nm0026034,Lila Andres,836,1923,2017
60291680,nm0026035,Luana Anders,678,1938,1996
60291681,nm0026036,Luanne Anders,1224,,
60291682,nm0026037,Agnes Anderson,27,1913,2008
60291683,nm0026038,Matthew Anders,506,1979,
60291684,nm0026039,Merry Anders,2,1934,2012
60291685,nm0026040,Michael Anders,266,,
60291686,nm0026041,Peter Anders,506,1908,1954
60291687,nm0026042,Ralph Anders,1361,,
60291688,nm0026043,Reiner Anders,506,,
60291689,nm0026044,Reinoud Anders,1137,1912,1978
60291690,nm0026045,Richard Anders,1140,1934,
60291691,nm0026046,Rick Anders,106,,
60291692,nm0026047,Ruben Anders,759,,
60291693,nm0026048,Rudolf Anders,582,,
60291694,nm0026049,Rudolph Anders,1140,1895,1987
60291695,nm0026050,Sarah Sanders,1379,,
60291696,nm0026051,Sherry Anders,875,,
60291697,nm0026052,Sylvia Anders,2,1943,
60291698,nm0026053,Thomas Anders,495,1963,
60291699,nm0026054,Tiffany Anders,406,1975,
60291700,nm0026055,Tom Anders,506,,
60291701,nm0026056,Vern Anders,506,1923,1976
60291702,nm0026057,Vic Anao,1241,,
60291703,nm0026058,William Anders,506,,
60291704,nm0026059,Willy Anders,506,,1971
60291705,nm0026061,Wolfgang Anders,664,,
60291706,nm0026063,Jaime Andersan,506,,
60291707,nm0026064,Alfred Andersch,582,1914,1980
60291708,nm0026065,Brecht Andersch,506,1966,
60291709,nm0026066,Erika Andersch,27,1961,
60291710,nm0026067,Jörg Andersch,945,,
60291711,nm0026068,Phillip Andersen Konrad,506,,
60291712,nm0026069,Martin Andersen Nexø,582,1869,1954
60291713,nm0026070,A.A. Andersen,506,,
60291714,nm0026071,Aage Andersen,1303,,
60291715,nm0026072,Agnès Andersen,27,,
60291716,nm0026073,Alf Andersen,506,1928,2010
60291717,nm0026074,Anamette Andersen,27,,
60291718,nm0026075,Anders T. Andersen,1195,1966,
60291719,nm0026076,Andreas Andersen,506,,
60291720,nm0026077,André Andersen,764,,
60291721,nm0026078,Andrew B. Andersen,898,,
60291722,nm0026079,Andy Andersen,506,,
60291723,nm0026080,Anna Cathrine W. Andersen,27,,
60291724,nm0026081,Anna Sofie W. Andersen,27,,
60291725,nm0026082,Anne Andersen,27,,
60291726,nm0026083,Anne Katrine Andersen,265,1972,
60291727,nm0026084,Anny Andersen,2,1938,2014
60291728,nm0026085,Arild Andersen,825,1945,
60291729,nm0026086,Arlis Andersen,764,,
60291730,nm0026088,Asbjørn Andersen,29,1903,1978
60291731,nm0026089,Asta Esper Hagen Andersen,27,1919,2012
60291732,nm0026091,Ben Andersen,506,,
60291733,nm0026092,Benny Andersen,928,1929,2018
60291734,nm0026093,Bent Andersen,1080,,
60291735,nm0026094,Bent Horn Andersen,506,,
60291736,nm0026095,Bente Andersen,27,,
60291737,nm0026096,Bettina Andersen,106,,
60291738,nm0026097,Bibiana Fernández,2,1954,
60291739,nm0026098,Bille Andersen,506,,
60291740,nm0026099,Birthe Andersen,27,,
60291741,nm0026100,Bjarne Andersen,1195,1909,1982
60291742,nm0026101,Bo Andersen,506,1966,
60291743,nm0026102,Bob Aas Carho,910,,
60291744,nm0026103,Bodil Andersen,1371,,
60291745,nm0026104,Brian Andersen,514,,
60291746,nm0026105,Brick Andersen,506,,
60291747,nm0026106,Bridgette Andersen,2,1975,1997
60291748,nm0026107,Børge Andersen,506,1909,1966
60291749,nm0026109,Carl Andersen,1142,1958,2012
60291750,nm0026110,Carlin Andersen,27,,
60291751,nm0026111,Carlo Andersen,582,1904,1970
60291752,nm0026112,Cato Andersen,506,,
60291753,nm0026113,Christine Andersen,191,,
60291754,nm0026114,Christopher Andersen,1189,1949,
60291755,nm0026115,Christopher Groth Andersen,506,,
60291756,nm0026116,Cilly Andersen,27,,
60291757,nm0026117,Connie Andersen,27,,
60291758,nm0026118,Conrad Andersen,506,,
60291759,nm0026119,Curtis Andersen,1361,1977,
60291760,nm0026120,Dag Harald Kvammen Andersen,1059,,
60291761,nm0026121,Dan Andersen,506,,
60291762,nm0026122,Dana Andersen,27,1963,
60291763,nm0026123,Danny Andersen,1140,,
60291764,nm0026124,Darin Andersen,1385,,
60291765,nm0026125,Dominique Andersen,27,,
60291766,nm0026126,Donald Andersen,29,1956,
60291767,nm0026127,Dorthe Birkedal Andersen,1164,,
60291768,nm0026128,Eduardo Andersen,348,,
60291769,nm0026129,Ejner Andersen,506,,
60291770,nm0026130,Elga Andersen,960,1935,1994
60291771,nm0026132,Else Andersen,27,,
60291772,nm0026133,Eric Andersen,588,1943,
60291773,nm0026134,Eric D. Andersen,1010,,
60291774,nm0026135,Erik Andersen,506,,
60291775,nm0026136,Evald Andersen,1140,1888,1973
60291776,nm0026137,Felicity Andersen,27,1972,
60291777,nm0026138,Finn Andersen,506,,
60291778,nm0026139,Frank Andersen,506,,
60291779,nm0026140,Freddie Andersen,506,1944,
60291780,nm0026141,Frida Romlund Andersen,27,,
60291781,nm0026142,Gary Andersen,609,,
60291782,nm0026143,Gert Andersen,1010,1907,1982
60291783,nm0026144,Gia Andersen,27,,
60291784,nm0026145,Gitte Iben Andersen,27,1966,
60291785,nm0026146,Gotha Andersen,965,1921,1984
60291786,nm0026147,Gro Andersen,110,,
60291787,nm0026150,H.P. Møller Andersen,644,,
60291788,nm0026151,Hanne Andersen,27,,
60291789,nm0026152,Hannes Andersen,506,,
60291790,nm0026153,Hans Christian Andersen,850,1805,1875
60291791,nm0026154,Harald Andersen,506,,
60291792,nm0026155,Hartvig Andersen,582,1912,1968
60291793,nm0026156,Helena Andersen,27,,
60291794,nm0026157,Herr Andersen,506,1871,1948
60291795,nm0026158,Hjalmar 'Hjallis' Andersen,506,1923,2013
60291796,nm0026159,Holger Andersen,1038,,
60291797,nm0026160,Iben Haahr Andersen,86,1953,
60291798,nm0026161,Ida Julie Andersen,27,,
60291799,nm0026162,Igo Martin Andersen,1142,,
60291800,nm0026163,Inger Marie Andersen,27,1930,1995
60291801,nm0026164,Isa Jank,27,1952,
60291802,nm0026165,J.C. Horn Andersen,506,,
60291803,nm0026166,Jan Andersen,33,,
60291804,nm0026167,Jan W. Andersen,609,,
60291805,nm0026168,Jes Andersen,1142,,
60291806,nm0026169,Jesper Andersen,1325,,
60291807,nm0026170,Jim Skau Andersen,348,1962,
60291808,nm0026171,Johannes Andersen,506,,
60291809,nm0026172,John Andersen,506,,
60291810,nm0026173,John Andersen,582,,
60291811,nm0026174,John Andreas Andersen,1059,,
60291812,nm0026176,Jon C. Andersen,1132,1939,
60291813,nm0026178,Jorgen Sindal Andersen,506,,
60291814,nm0026179,Julie Andersen,812,,
60291815,nm0026180,Jytte Boch Andersen,1080,,
60291816,nm0026181,Jørn Bjerre Andersen,506,,
60291817,nm0026182,Jürgen Andersen,506,,
60291818,nm0026183,Karin Andersen,27,1927,2013
60291819,nm0026184,Karl Andersen,506,,
60291820,nm0026185,Karl Erik Andersen,506,1935,
60291821,nm0026186,Karsten Andersen,506,,
60291822,nm0026187,Kasper Tuxen,1241,1977,
60291823,nm0026188,Kevin M. Andersen,759,,
60291824,nm0026189,Kim Andersen,506,,
60291825,nm0026190,Kim Haugan Andersen,506,,
60291826,nm0026191,Kirsten Andersen,27,1940,
60291827,nm0026192,Kirstine Andersen,582,,
60291828,nm0026193,Kiss Gregers,27,1898,1964
60291829,nm0026194,Kjell Andersen,952,,
60291830,nm0026195,Knut Andersen,1365,1931,2019
60291831,nm0026196,Kresten Andersen,506,1947,
60291832,nm0026197,Kurt Andersen,506,1924,1989
60291833,nm0026198,Lale Andersen,678,1905,1972
60291834,nm0026199,Lars Kristian Andersen,1164,1960,
60291835,nm0026200,Lene Andersen,27,,
60291836,nm0026201,Linda Andersen,27,,
60291837,nm0026202,Lisbeth Andersen,27,,
60291838,nm0026203,Lotte Andersen,678,1963,
60291839,nm0026204,Ludwig Andersen,506,1888,1968
60291840,nm0026205,Mads Bugge Andersen,506,1971,
60291841,nm0026206,Maj-Britt Andersen,27,,
60291842,nm0026207,Manon Andersen,27,,
60291843,nm0026208,Margarethe Andersen,27,,
60291844,nm0026209,Marian Andersen,27,,
60291845,nm0026210,Marianne Andersen,27,,
60291846,nm0026211,Marianne Andersen,27,,
60291847,nm0026212,Mario Andersen,506,1953,
60291848,nm0026213,Mark Andersen,797,,
60291849,nm0026214,Martin Saabye Andersen,313,1962,
60291850,nm0026215,María Andersen,27,,
60291851,nm0026216,Mathias B. Andersen,506,,
60291852,nm0026217,Maureen Andersen,516,,
60291853,nm0026218,Merete Andersen,71,,
60291854,nm0026219,Mette Møller Andersen,27,,
60291855,nm0026221,Michael Andersen,939,1938,
60291856,nm0026222,Monique Andersen,27,,
60291857,nm0026223,Morten Andersen,506,,
60291858,nm0026224,Niels Andersen,506,1942,
60291859,nm0026225,Nikolaj Andersen,1006,,
60291860,nm0026226,Nils Pagh Andersen,1342,1958,
60291861,nm0026227,Nina Helene Andersen,27,,
60291862,nm0026228,Nis Andersen,506,,
60291863,nm0026229,Ole Andersen,609,,
60291864,nm0026230,Ole Mølgaard Andersen,1080,,
60291865,nm0026231,Ole Nørgaard Andersen,105,,
60291866,nm0026232,Orlando Andersen,348,,
60291867,nm0026233,Peter S. Andersen,506,1871,1948
60291868,nm0026235,Peter Andersen,506,1962,
60291869,nm0026237,Petter Andersen,609,,
60291870,nm0026238,Poul Andersen,1035,,
60291871,nm0026239,Poul Erik Andersen,1224,,
60291872,nm0026240,Preben Nygaard Andersen,1285,1939,
60291873,nm0026241,Rebecca Andersen,379,,
60291874,nm0026242,Robert Andersen,506,,
60291875,nm0026243,Ronald Andersen,84,,
60291876,nm0026244,Samy Andersen,506,,
60291877,nm0026245,Scott Andersen,38,,
60291878,nm0026246,Sedsel Andersen,252,1975,
60291879,nm0026247,Sejer Andersen,506,1936,
60291880,nm0026248,Simon Ankjær Andersen,506,1964,
60291881,nm0026249,Siw Anita Andersen,27,1966,
60291882,nm0026250,Sixten Andersen,1059,,
60291883,nm0026251,Steen K. Andersen,1099,,
60291884,nm0026252,Steen Kyllesbæk Andersen,348,1952,
60291885,nm0026253,Stefan Andersen,506,,
60291886,nm0026254,Stefan Pagels Andersen,1137,1986,
60291887,nm0026255,Stein Andersen,506,,
60291888,nm0026256,Stig Andersen,1229,1946,
60291889,nm0026257,Susy Andersen,27,1940,
60291890,nm0026258,Svein Andersen,929,,
60291891,nm0026259,Svend Andersen,506,,
60291892,nm0026260,Sverre Andersen,506,,
60291893,nm0026261,Tammy Andersen,27,,
60291894,nm0026263,Thom Andersen,51,1943,
60291895,nm0026265,Thor Andersen,1279,,
60291896,nm0026266,Thorkild Bjerrum Andersen,506,,
60291897,nm0026267,Thyge Andersen,506,,
60291898,nm0026268,Tine Andersen,609,,
60291899,nm0026269,Tobias Anderson,506,,
60291900,nm0026270,Toby Andersen,506,,
60291901,nm0026271,Tor Andersen,485,,
60291902,nm0026272,Torben Andersen,764,,
60291903,nm0026273,Torben Andersen,106,,
60291904,nm0026274,Torben Ager Andersen,1238,1975,
60291905,nm0026275,Trine Andersen,1238,,
60291906,nm0026276,Valdemar Andersen,758,1889,1956
60291907,nm0026277,Villy Andersen,506,1915,1995
60291908,nm0026278,Vita Andersen,720,,
60291909,nm0026279,Wies Andersen,514,1936,2023
60291910,nm0026280,Oliver Andershot,506,,
60291911,nm0026281,Thomas Anderson II,609,,
60291912,nm0026282,Felton Anderson III,506,,
60291913,nm0026283,Haskell V. Anderson III,1046,,
60291914,nm0026284,Howard A. Anderson III,1313,1941,
60291915,nm0026285,Shedrack Anderson III,514,1977,
60291916,nm0026286,Bill Anderson Jr.,506,,
60291917,nm0026287,Earl Anderson Jr.,506,,
60291918,nm0026288,Edgar B. Anderson Jr.,582,,
60291919,nm0026289,Eugene Anderson Jr.,163,1922,1979
60291920,nm0026290,Gene Anderson Jr.,1102,1922,1979
60291921,nm0026291,Ira Anderson Jr.,253,1938,
60291922,nm0026292,James C. Anderson Jr.,106,,
60291923,nm0026293,Lawrence J. Anderson Jr.,609,,
60291924,nm0026294,Marvin Anderson Jr.,506,,
60291925,nm0026295,Michael Anderson Jr.,1137,1943,
60291926,nm0026296,Robert J. Anderson Jr.,420,,
60291927,nm0026297,William Taylor Anderson Jr.,506,,
60291928,nm0026299,Teodoro Anderson Pedroso,634,,
60291929,nm0026300,'Boom Boom' Anderson,27,,
60291930,nm0026301,'Gangsta' Terrell Anderson,1137,,
60291931,nm0026302,Allan Wayne Anderson,506,,
60291932,nm0026303,Aaron Anderson,1239,,
60291933,nm0026304,Abbott Anderson,506,,
60291934,nm0026305,Abby Anderson,252,,
60291935,nm0026306,Adam Anderson,506,,
60291936,nm0026307,Adèle Anderson,989,1952,
60291937,nm0026308,Adisa Anderson,506,,
60291938,nm0026309,Adrianne Anderson,1362,,
60291939,nm0026310,Adrienne Anderson,1106,,
60291940,nm0026311,Adrienne Andersen,27,1952,
60291941,nm0026312,Adrienne Anderson,1153,,
60291942,nm0026314,Aida Anderson,27,,
60291943,nm0026315,Al Anderson,996,,
60291944,nm0026316,Alan Anderson,506,1917,2007
60291945,nm0026317,Alastair Anderson,1074,,
60291946,nm0026318,Bert Anderson,609,1907,1957
60291947,nm0026319,Albertine Anderson,106,,
60291948,nm0026320,Alec Anderson,1224,,
60291949,nm0026321,Alex Anderson,72,,
60291950,nm0026322,Alexandria Anderson,27,1927,2019
60291951,nm0026323,Alfa K. Anderson,27,1946,
60291952,nm0026324,Ali Anderson,734,,
60291953,nm0026325,Alicia Anderson,27,,
60291954,nm0026326,Alistair Anderson,1049,,
60291955,nm0026327,Allan Anderson,506,,
60291956,nm0026328,Allegretti Anderson,27,1898,1944
60291957,nm0026329,Alton Anderson,1224,,
60291958,nm0026330,Amanda Anderson,262,,
60291959,nm0026331,Amy Anderson,110,,
60291960,nm0026332,Amy Anderson,27,,
60291961,nm0026333,Amy Anderson Palmo,178,,
60291962,nm0026334,Amy Ellyn Anderson,722,1969,
60291963,nm0026335,Andreh Anderson,720,,
60291964,nm0026336,Andrew Anderson,1059,,
60291965,nm0026338,Andrew Anderson,1241,,
60291966,nm0026339,Andy Anderson,105,1946,2017
60291967,nm0026340,Andy Anderson,506,1947,
60291968,nm0026341,Andy Anderson,106,,
60291969,nm0026342,Dave Anderson,163,1884,1950
60291970,nm0026343,Andy Anderson,506,,
60291971,nm0026344,Andy Anderson,106,,
60291972,nm0026345,Andy Anderson,1049,,
60291973,nm0026346,Andy Anderson,1049,,
60291974,nm0026347,Andy Anderson,506,,
60291975,nm0026348,Andy Anderson,366,1964,
60291976,nm0026349,Andy Anderson,1102,,
60291977,nm0026350,Andy Anderson,609,,
60291978,nm0026351,Andy Anderson,898,,
60291979,nm0026352,Angelique Anderson,519,,
60291980,nm0026353,Angry Anderson,588,1947,
60291981,nm0026354,Anita Anderson,27,,
60291982,nm0026355,Ann Anderson,110,,
60291983,nm0026356,Ann Anderson,106,,
60291984,nm0026357,Ann Anderson,27,,
60291985,nm0026358,Anna Anderson,27,,
60291986,nm0026359,Anne Anderson,571,,
60291987,nm0026360,Anne Anderson,620,1937,
60291988,nm0026361,Annemette Andersen,733,,
60291989,nm0026362,Annette Anderson,27,1939,
60291990,nm0026363,Annie Anderson,27,1940,1970
60291991,nm0026364,Anthony Anderson,961,1970,
60291992,nm0026365,Anthony Anderson,1241,,
60291993,nm0026367,Anthony Anderson,506,1956,
60291994,nm0026368,Anthony Anderson,506,,
60291995,nm0026369,Antony Anderson,105,,
60291996,nm0026370,Anya Anderson,151,,
60291997,nm0026371,Arline Anderson,722,1916,1985
60291998,nm0026372,Arn Anderson,1108,1958,
60291999,nm0026373,Arne Anderson,106,,
60292000,nm0026374,Arnie Anderson,348,,
60292001,nm0026375,Arnold Anderson,348,,
60292002,nm0026376,Aron Anderson,609,,
60292003,nm0026377,Art Anderson,106,,
60292004,nm0026378,Arthur Anderson,721,,
60292005,nm0026379,Arthur Anderson,1137,1922,2016
60292006,nm0026381,Ashley Anderson,27,,
60292007,nm0026382,Athena Anderson,27,,
60292008,nm0026383,Audley Anderson,506,1885,1966
60292009,nm0026384,Audrey Anderson,27,,
60292010,nm0026386,Audrey Anderson,110,,
60292011,nm0026387,Augusta Anderson,27,1875,1951
60292012,nm0026388,Axel Anderson,245,1929,2012
60292013,nm0026389,Azikiwee Anderson,506,,
60292014,nm0026390,B.T. Anderson,38,,
60292015,nm0026391,Bab Anderson,609,,
60292016,nm0026392,Barbara Anderson,27,1945,
60292017,nm0026393,Barbara Anderson,867,,
60292018,nm0026394,Barbara Anderson,936,,
60292019,nm0026395,Barry Anderson,1161,,
60292020,nm0026396,Barry James Anderson,506,,
60292021,nm0026397,Bart Anderson,38,,
60292022,nm0026398,Beatrice Anderson,27,1899,
60292023,nm0026399,Beau Anderson,506,1922,1986
60292024,nm0026400,Beau Anderson,506,,
60292025,nm0026401,Beaudine Anderson,506,1919,2009
60292026,nm0026402,Becky Anderson,27,,
60292027,nm0026403,Bentley Anderson,506,1939,2011
60292028,nm0026404,Bernadine M. Anderson,110,,
60292029,nm0026406,Beth Anderson,406,,
60292030,nm0026407,Bethany Anderson,106,,
