1,11
1,15
1,34
2,10
2,30
3,13
3,15
3,20
4,1
4,2
4,20
5,20
5,26
5,37
6,21
6,33
6,4
7,38
7,7
8,15
8,20
8,21
9,15
9,36
9,5
10,1
10,24
10,26
11,10
11,13
11,15
12,10
12,9
13,15
13,38
13,39
14,10
14,25
14,3
15,21
15,22
15,23
16,27
16,28
16,36
17,15
17,26
17,33
18,22
18,33
18,39
19,29
19,36
19,5
20,22
20,36
21,15
21,22
21,29
22,10
22,15
22,32
23,11
23,22
24,21
24,22
24,39
25,2
25,33
25,36
26,29
26,33
26,4
27,10
28,20
28,22
28,34
29,26
29,32
30,18
30,20
30,40
31,10
31,2
31,27
32,1
32,27
32,36
33,26
33,36
34,18
34,39
35,1
35,10
35,20
36,20
36,32
36,34
37,2
37,7
38,21
38,26
39,27
39,29
39,32
40,1
40,20
41,26
41,40
42,22
42,32
42,4
43,23
43,25
43,26
44,17
44,21
44,35
45,21
45,22
46,15
46,18
46,2
47,33
47,39
47,4
48,3
48,5
49,21
49,36
49,38
50,21
50,29
50,30
51,18
51,21
51,32
52,26
52,38
53,22
53,4
53,40
54,4
54,5
55,22
55,40
56,21
56,32
56,39
57,13
57,20
57,5
58,2
58,26
58,39
59,13
59,14
59,22
60,20
60,39
60,8
61,15
61,20
61,32
62,15
62,33
63,13
63,14
63,35
64,13
64,14
64,17
65,10
65,11
65,20
66,20
66,25
66,26
67,2
67,23
67,36
68,15
68,2
68,33
69,10
69,30
69,8
70,6
71,10
71,20
71,8
72,20
72,30
72,32
73,26
73,36
73,38
74,2
74,27
74,36
75,21
75,25
75,29
76,28
76,30
76,7
77,21
77,27
77,33
78,20
78,23
78,32
79,20
79,28
79,8
80,22
80,36
80,40
81,18
81,26
82,29
82,36
82,4
83,16
83,19
83,21
84,21
84,33
84,36
85,13
85,37
85,8
86,2
86,27
86,32
87,18
87,38
87,40
88,20
88,21
88,6
89,10
89,20
89,23
90,19
90,21
90,22
91,18
91,19
91,21
92,25
92,5
93,26
93,29
93,34
94,20
94,37
94,8
95,20
95,23
95,38
96,15
96,29
96,4
97,10
97,38
97,5
98,10
98,11
98,38
99,2
99,20
99,7
100,19
100,2
100,21
101,2
101,29
101,36
102,11
102,16
102,37
103,18
103,30
104,21
104,37
104,8
105,15
105,18
105,32
106,20
107,32
107,38
107,40
108,29
108,32
108,33
109,28
109,36
109,38
110,16
111,34
111,38
111,8
112,20
112,26
112,36
113,15
113,2
113,4
114,10
114,25
114,30
115,10
115,2
115,30
116,26
116,34
116,36
117,25
117,26
117,32
118,18
118,34
118,37
119,32
119,34
120,20
120,8
121,26
121,3
121,38
122,11
122,32
122,38
123,20
123,21
123,29
124,2
124,32
124,33
125,15
125,22
125,26
126,14
126,17
127,10
127,16
127,21
128,16
128,36
128,8
129,16
129,20
129,39
130,10
130,20
130,29
131,27
131,38
132,13
132,21
132,32
133,19
133,27
133,36
134,18
134,36
134,7
135,10
135,23
135,32
136,1
136,2
136,33
137,18
137,2
138,26
138,27
139,10
139,30
139,38
140,1
140,20
140,38
141,34
141,36
142,29
142,4
143,11
143,27
143,36
144,10
144,38
145,26
145,29
145,36
146,10
146,14
146,23
147,18
147,33
148,16
148,20
148,37
149,20
149,29
149,36
150,16
150,26
150,8
151,20
151,4
152,20
152,30
152,38
153,10
153,20
153,40
154,27
154,33
155,14
155,21
155,35
156,13
156,20
156,38
157,2
157,21
157,35
158,18
158,20
158,36
159,21
159,36
159,5
160,20
160,36
160,8
161,10
161,13
161,32
162,15
162,2
162,23
163,15
163,26
164,15
164,21
165,18
165,34
165,38
166,1
166,10
166,40
167,20
167,22
167,40
168,20
168,35
169,26
169,30
169,32
170,16
170,39
170,8
171,21
171,22
171,35
172,1
172,18
172,21
173,34
173,38
173,39
174,1
174,20
174,7
175,1
175,2
175,4
176,10
176,15
176,5
177,11
177,15
177,29
178,10
178,13
178,14
179,10
179,8
180,20
180,22
180,39
181,2
181,22
181,27
182,20
182,29
182,33
183,20
183,21
183,40
184,18
184,26
184,40
185,26
185,8
186,10
186,24
186,30
1387,41
187,2
187,30
187,4
188,15
188,21
188,7
189,3
189,36
190,34
190,38
191,10
191,11
191,23
192,18
192,20
192,5
193,18
193,21
193,33
194,20
194,34
195,20
195,23
195,40
196,18
196,26
196,34
197,22
197,36
197,4
198,20
198,26
198,38
199,10
199,28
199,34
200,20
200,21
200,32
201,15
201,23
201,32
202,23
202,33
203,18
203,20
203,22
204,20
204,23
204,5
205,22
205,35
206,2
206,20
207,10
207,16
207,2
208,3
208,5
208,8
209,21
209,33
209,40
210,13
210,15
210,4
211,29
211,37
211,8
212,25
212,26
212,30
213,21
213,29
213,34
214,18
214,21
214,23
215,21
215,38
216,1
216,18
216,30
217,20
217,26
217,32
218,1
218,10
219,20
219,26
219,27
220,10
220,29
220,38
221,16
221,22
221,36
222,21
222,25
222,26
223,15
223,34
224,23
224,38
225,29
225,32
225,8
226,20
226,30
226,4
227,26
227,28
228,11
228,20
228,26
229,16
229,21
229,39
230,10
230,11
230,34
231,15
231,38
232,26
232,33
232,36
233,21
233,33
234,11
234,29
234,38
235,29
235,8
236,20
236,7
237,18
237,26
237,7
238,20
238,22
238,38
239,23
239,29
239,32
240,21
240,34
241,15
241,18
241,26
242,33
242,34
242,4
243,10
243,18
243,38
244,2
244,23
245,21
245,26
245,29
246,21
246,5
247,19
247,25
247,39
248,11
248,29
249,10
249,21
249,32
250,10
250,15
250,8
251,32
251,4
252,20
252,23
252,36
253,2
253,20
253,39
254,13
254,15
254,26
255,26
255,39
255,40
256,26
256,27
256,28
257,1
257,21
257,36
258,13
258,23
259,15
259,26
259,5
260,20
260,37
261,22
261,39
261,40
262,28
262,38
262,8
263,22
263,39
263,8
264,11
264,16
265,21
265,29
265,4
266,20
266,22
266,36
267,16
267,38
268,2
268,20
268,30
269,28
270,15
270,29
270,32
271,25
271,26
271,3
272,15
272,20
272,40
273,21
273,29
273,5
274,20
274,21
274,8
275,21
275,26
275,7
276,19
276,21
276,26
277,32
277,38
277,7
278,2
278,27
278,4
279,30
279,33
279,7
280,21
280,33
280,35
281,15
281,21
281,26
282,15
282,18
282,30
283,29
283,32
283,36
284,1
284,22
284,7
285,16
285,20
285,36
286,21
286,29
286,38
287,1
287,11
288,16
288,20
288,34
289,19
289,22
289,38
290,22
290,26
290,32
291,15
291,23
291,29
292,20
292,4
292,6
293,29
293,3
294,10
294,23
294,5
295,10
295,18
295,25
296,20
296,3
297,26
297,33
297,38
298,10
298,27
298,32
299,19
299,21
299,32
300,39
300,7
301,2
301,20
301,29
302,26
302,32
302,34
303,14
303,21
303,27
304,11
304,28
304,38
305,20
305,32
305,38
306,11
306,26
307,26
307,35
308,10
308,13
308,21
309,13
309,15
309,36
310,1
310,20
310,32
311,10
311,38
311,8
312,18
312,26
312,37
313,1
313,2
313,26
314,19
314,21
314,35
315,3
316,21
316,27
316,29
317,11
317,13
317,15
318,10
318,2
318,23
319,21
319,26
319,33
320,10
320,14
320,21
321,10
321,16
321,18
322,20
322,26
322,40
323,2
323,22
323,26
324,11
324,28
325,10
325,2
325,21
326,32
326,33
326,40
327,2
327,21
327,40
328,26
328,3
329,1
329,26
329,7
330,2
330,21
331,15
331,20
332,20
332,25
332,39
333,16
333,36
333,39
334,18
334,32
334,39
335,2
335,21
335,4
336,21
336,4
337,18
337,22
337,26
338,15
338,33
338,36
339,10
339,15
339,23
340,2
340,20
340,4
341,1
341,21
341,7
342,21
342,29
342,32
343,15
343,21
343,38
344,1
344,2
344,28
345,22
345,29
346,20
346,38
346,4
347,18
347,32
347,37
348,2
349,20
349,23
349,28
350,18
350,21
350,5
351,18
351,26
351,29
352,32
352,7
353,2
353,4
353,7
354,16
354,22
354,32
355,11
355,28
355,36
356,5
357,10
357,32
357,36
358,16
358,20
358,25
359,10
359,16
359,39
360,27
360,36
360,38
361,20
361,26
361,30
362,18
362,23
362,32
363,21
363,26
363,36
364,20
364,23
364,33
365,32
365,34
365,38
366,20
366,25
367,22
367,29
367,4
368,34
368,37
369,10
369,16
369,37
370,20
370,26
370,3
371,13
371,14
371,21
372,18
372,27
373,10
373,2
373,8
374,21
374,35
375,22
375,34
375,40
376,10
376,4
376,40
377,16
377,20
377,26
378,26
378,30
