2312,nm0026401
2313,nm0008280
2314,nm0010312
2315,nm0011490|nm0026732
2316,nm0029746
2317,nm0007417
2318,nm0011063
2319,nm0022222
2320,nm0000847
2321,nm0016708
2322,nm0024699
2323,nm0011675
2324,nm0009931
2325,nm0014251
2326,nm0012373|nm0022821
2327,nm0032221
2328,nm0011335|nm0026387
2329,nm0018231
2330,nm0013403|nm0014817
2331,nm0007882
2332,nm0005946
2333,nm0022344|nm0022345|nm0022346
2334,nm0006314
2335,nm0025667
2336,nm0020141
2337,nm0016498
2338,nm0030335|nm0033115
2339,nm0002862|nm0018239|nm0022509
2340,nm0016821
2341,nm0009966
2342,nm0011115
2343,nm0019705
2344,nm0006943|nm0022390
2345,nm0029720
2346,nm0020447
2347,nm0029796
2348,nm0013414
2349,nm0002209
2350,nm0032670
2351,nm0032102
2352,nm0001890
2353,nm0014742
2354,nm0009266
2355,nm0020819
2356,nm0021139
2357,nm0019124|nm0022833
2358,nm0011679
2359,nm0019102|nm0032240
2360,nm0027708
2361,nm0021926
2362,nm0010017
2363,nm0023344
2364,nm0004454|nm0016515
2365,nm0021287
2366,nm0002154
2367,nm0005660|nm0007790|nm0007792
2368,nm0010968
2369,nm0032243
2370,nm0018812
2371,nm0025176
2372,nm0028436
2373,nm0019168
2374,nm0007994
2375,nm0010442|nm0029746
2376,nm0018410
2377,nm0014894
2378,nm0018898|nm0020291
2379,nm0009938
2380,nm0012416
2381,nm0018273
2382,nm0020798
2383,nm0014246
2384,nm0007963
2385,nm0011144
2386,nm0005637|nm0018649
2387,nm0011484
2388,nm0020496
2389,nm0021667
2390,nm0022826
2391,nm0022635
2392,nm0015120
2393,nm0011343|nm0026742
2394,nm0019941|nm0019962
2395,nm0029123
2396,nm0022009
2397,nm0027722
2398,nm0005661
2399,nm0017835|nm0017958
2400,nm0014343
2401,nm0003425
2402,nm0018419
2403,nm0010857|nm0011228
2404,nm0005899
2405,nm0031019
2406,nm0012890
2407,nm0012357
2408,nm0023103
2409,nm0027908
2410,nm0023288
2411,nm0014363|nm0018812
2412,nm0029453
2413,nm0018814
2414,nm0029779|nm0029781
2415,nm0014479
2416,nm0014462
2417,nm0021925|nm0023206|nm0023422
2418,nm0016956
2419,nm0016769
2420,nm0007813
2421,nm0024675
2422,nm0013954
2423,nm0033433
2424,nm0018239
2425,nm0002504
2426,nm0020923
2427,nm0030871
2428,nm0014611
2429,nm0002177
2430,nm0008103
2431,nm0033356
2432,nm0009813
2433,nm0005708
2434,nm0017443
2435,nm0018127
2436,nm0022607
2437,nm0017486
2438,nm0005782
2439,nm0005693
2440,nm0007229
2441,nm0005981
2442,nm0009061
2443,nm0016815
2444,nm0030916
2445,nm0007574
2446,nm0005764|nm0032221
2447,nm0020514
2448,nm0022345
2449,nm0033443
2450,nm0024464
2451,nm0007313
2452,nm0029780
2453,nm0030667
2454,nm0008044|nm0017443
2455,nm0022455
2456,nm0020683
2457,nm0032391
2458,nm0010444
2459,nm0009749|nm0009750
2460,nm0000428
2461,nm0007967
2462,nm0016425
2463,nm0018534
2464,nm0007306|nm0019263
2465,nm0020251
2466,nm0016611
2467,nm0005939
2468,nm0022800
2469,nm0013981|nm0027669
2470,nm0028636
2471,nm0006305|nm0032228|nm0032331
2472,nm0006255
2473,nm0031557
2474,nm0015020
2475,nm0011535
2476,nm0031120
2477,nm0005724|nm0022509
2478,nm0027672|nm0027673
2479,nm0010971
2480,nm0011011
2481,nm0009228
2482,nm0005884|nm0006114
2483,nm0005697
2484,nm0030352
2485,nm0005874
2486,nm0032331
2487,nm0010976
2488,nm0021388
2489,nm0003904
2490,nm0021025
2491,nm0020462
2492,nm0018398|nm0032391
2493,nm0002188|nm0015399
2494,nm0011324
2495,nm0027351
2496,nm0010943
2497,nm0021932
2498,nm0026957
2499,nm0010291
2500,nm0021283
2501,nm0019712|nm0033115
2502,nm0027112
2503,nm0007216
2504,nm0030682
2505,nm0015890
2506,nm0016282
2507,nm0033440
2508,nm0007410
2509,nm0028658
2510,nm0017013
2511,nm0012308
2512,nm0013773
2513,nm0011008
2514,nm0007273
2515,nm0003124
2516,nm0032468
2517,nm0015348
2518,nm0007886
2519,nm0019301|nm0028114
2520,nm0000858
2521,nm0025466
2522,nm0005959
2523,nm0016697
2524,nm0023496
2525,nm0016051
2526,nm0000810
2527,nm0030661
2528,nm0020623
2529,nm0015399
2530,nm0008518
2531,nm0012756
2532,nm0019728
2533,nm0007305|nm0014636
2534,nm0032188
2535,nm0026543
2536,nm0020974
2537,nm0007276
2538,nm0017315
2539,nm0030570
2540,nm0010973|nm0030860
2541,nm0024241
2542,nm0020253
2543,nm0006114
2544,nm0012245
2545,nm0003425|nm0009872
2546,nm0020930
2547,nm0012216|nm0022512
2548,nm0033447
2549,nm0029139
2550,nm0028209
2551,nm0020361
2552,nm0024679
2553,nm0013812
2554,nm0018470
2555,nm0016894|nm0019075|nm0033120
2556,nm0020757
2557,nm0013912
2558,nm0016771
2559,nm0029030
2560,nm0009377
2561,nm0005847
2562,nm0003420
2563,nm0007681|nm0007683
2564,nm0020303
2565,nm0017056
2566,nm0032356
2567,nm0010694
2568,nm0024177
2569,nm0020932
2570,nm0008611
2571,nm0028774
2572,nm0013478
2573,nm0021020
2574,nm0028826
2575,nm0005921
2576,nm0002116
2577,nm0011423|nm0018263|nm0018613
2578,nm0027588
2579,nm0015014|nm0015517
2580,nm0020980
2581,nm0029092
2582,nm0031034
2583,nm0026732
2584,nm0013557
2585,nm0022962
2586,nm0024314
2587,nm0000779
2588,nm0020786
2589,nm0020791
2590,nm0018348
2591,nm0028660
2592,nm0031754
2593,nm0020889
2594,nm0016208
2595,nm0029077
2596,nm0028773
2597,nm0002487|nm0005757
2598,nm0002590
2599,nm0021146
2600,nm0023602
2601,nm0005960
2602,nm0018769
2603,nm0022808
2604,nm0019255|nm0022554
2605,nm0029806
2606,nm0009257
2607,nm0026193
2608,nm0005931
2609,nm0009380
2610,nm0023651
2611,nm0014317
2612,nm0028158
2613,nm0021943
2614,nm0009286|nm0009289
2615,nm0021224
2616,nm0014343|nm0016648
2617,nm0027987
2618,nm0007345|nm0012981
2619,nm0018517
2620,nm0020948
2621,nm0027118
2622,nm0003422
2623,nm0022268
2624,nm0024178
2625,nm0010065
2626,nm0012549
2627,nm0021372
2628,nm0011161
2629,nm0005642
2630,nm0027669
2631,nm0024736
2632,nm0007221
2633,nm0021142
2634,nm0002591
2635,nm0007763|nm0022222
2636,nm0029198|nm0032235
2637,nm0014738
2638,nm0005828|nm0023009
2639,nm0008614|nm0019903
2640,nm0029979
2641,nm0024701
2642,nm0008964
2643,nm0030601
2644,nm0018613
2645,nm0017497
2646,nm0028468
2647,nm0001935|nm0014689
2648,nm0005757
2649,nm0011335
2650,nm0015207
2651,nm0017327
2652,nm0033216
2653,nm0013264
2654,nm0011286
2655,nm0013613
2656,nm0001230
2657,nm0020239
2658,nm0016641
2659,nm0030847
2660,nm0028593
2661,nm0005760
2662,nm0013653
2663,nm0017074
2664,nm0013478|nm0029282
2665,nm0030910
2666,nm0032368
2667,nm0018335
2668,nm0030801
2669,nm0016855
2670,nm0005818
2671,nm0033446
2672,nm0016648
2673,nm0030940
2674,nm0024729
2675,nm0023575
2676,nm0009286
2677,nm0026758
2678,nm0005785|nm0005847
2679,nm0013877
2680,nm0032127
2681,nm0005727|nm0006278
2682,nm0014422
2683,nm0020914
2684,nm0011310
2685,nm0033452
2686,nm0012317
2687,nm0011886
2688,nm0033094
2689,nm0012481
2690,nm0008759
2691,nm0012016|nm0018196
2692,nm0017722
2693,nm0011547|nm0016174|nm0019353|nm0021764
2694,nm0011700
2695,nm0030748
2696,nm0006152
2697,nm0004672|nm0018676
2698,nm0012810
2699,nm0010447
2700,nm0003062
2701,nm0013405
2702,nm0020216
2703,nm0020082
2704,nm0003407
2705,nm0022622
2706,nm0012108
2707,nm0021226
2708,nm0005804
2709,nm0011175
2710,nm0005913
2711,nm0015207|nm0022179
2712,nm0027074
2713,nm0021342|nm0033455
2714,nm0016270
2715,nm0014680
2716,nm0020947
2717,nm0023009
2718,nm0011905
2719,nm0003110
2720,nm0003706
2721,nm0011013
2722,nm0017105
2723,nm0002316
2724,nm0009982
2725,nm0005720|nm0020655
2726,nm0018264
2727,nm0016190|nm0017578
2728,nm0017820
2729,nm0000923|nm0030680
2730,nm0011547
2731,nm0011324|nm0019310
2732,nm0011485
2733,nm0023621
2734,nm0023044
2735,nm0001055|nm0028602
2736,nm0005720|nm0023575
2737,nm0017667
2738,nm0014837
2739,nm0026485
2740,nm0017074|nm0023463
2741,nm0014480
2742,nm0009846
2743,nm0010803
2744,nm0016414
2745,nm0029098
2746,nm0026342
2747,nm0020569
2748,nm0005641
2749,nm0011423
2750,nm0017847
2751,nm0006278
2752,nm0024215
2753,nm0020604
2754,nm0003241
2755,nm0017013|nm0027134
2756,nm0022465
2757,nm0032235
2758,nm0002616
2759,nm0007359|nm0007360|nm0007361|nm0007362
2760,nm0007593
2761,nm0020568
2762,nm0019683
2763,nm0022509
2764,nm0019887
2765,nm0005960|nm0021942
2766,nm0003866
2767,nm0002768
2768,nm0005651|nm0024213
2769,nm0013574
2770,nm0027115
2771,nm0007606|nm0028486
2772,nm0025461
2773,nm0026204
2774,nm0017286
2775,nm0014710
2776,nm0010333
2777,nm0022155
2778,nm0020287
2779,nm0020517
2780,nm0002112|nm0010437
2781,nm0010312|nm0013877
2782,nm0027578
2783,nm0005651
2784,nm0010467
2785,nm0018638
2786,nm0006475|nm0011389|nm0028158
2787,nm0020633
2788,nm0031813
2789,nm0012849
2790,nm0005993
2791,nm0021933|nm0022833
2792,nm0002771
2793,nm0001932
2794,nm0010494
2795,nm0001896
2796,nm0010973
2797,nm0029370
2798,nm0021147|nm0030892
2799,nm0028166
2800,nm0005770
2801,nm0032240|nm0032243
2802,nm0011115|nm0020866
2803,nm0009144
2804,nm0019798|nm0033246
2805,nm0005724
2806,nm0008740|nm0023075|nm0028933
2807,nm0022893
2808,nm0007305|nm0007306|nm0007308
2809,nm0018027
2810,nm0020258
2811,nm0011723
2812,nm0000253
2813,nm0000845
2814,nm0025932
2815,nm0014728
2816,nm0006039
2817,nm0017578
2818,nm0014662
2819,nm0016051|nm0025753
2820,nm0024223
2821,nm0013653|nm0013805
2822,nm0007977
2823,nm0010719
2824,nm0011151|nm0033447
2825,nm0018437
2826,nm0022069
2827,nm0007643
2828,nm0021629
2829,nm0011089
2830,nm0030529|nm0030538
2831,nm0016177
2832,nm0002161|nm0005746|nm0005971
2833,nm0004310
2834,nm0027209
2835,nm0005922
2836,nm0006297
2837,nm0019268|nm0027790
2838,nm0020793
2839,nm0009279
2840,nm0022367
2841,nm0017135|nm0017189
2842,nm0023054
2843,nm0002271|nm0011151
2844,nm0010440
2845,nm0029192
2846,nm0024669
2847,nm0007790
2848,nm0020484
2849,nm0008776
2850,nm0022608
2851,nm0016071
2852,nm0032772
2853,nm0009205
2854,nm0012395
2855,nm0010756
2856,nm0017614
2857,nm0013184
2858,nm0001966
2859,nm0018958
2860,nm0010451
2861,nm0021477
2862,nm0029166|nm0029167
2863,nm0028145
2864,nm0011028
2865,nm0012597
2866,nm0027573
2867,nm0005821|nm0021661
2868,nm0027226
2869,nm0014872
2870,nm0009023|nm0022435
2871,nm0018520
2872,nm0021801
2873,nm0019354
2874,nm0026908
2875,nm0012422
2876,nm0020521
2877,nm0003373
2878,nm0021925|nm0023453
2879,nm0013266|nm0015578|nm0029077
2880,nm0021915
2881,nm0033277
2882,nm0021722|nm0025216
2883,nm0027244
2884,nm0013635
2885,nm0014890
2886,nm0019933
2887,nm0017462|nm0021102
2888,nm0021163
2889,nm0015799|nm0019521
2890,nm0021765
2891,nm0008441
2892,nm0017475
2893,nm0014840
2894,nm0011231
2895,nm0009286|nm0023512
2896,nm0008253
2897,nm0019167
2898,nm0010100
2899,nm0002271|nm0003895|nm0020484
2900,nm0010936
2901,nm0010470|nm0030031
2902,nm0015185
2903,nm0030391
2904,nm0012169
2905,nm0027790
2906,nm0010927
2907,nm0020526
2908,nm0011898
2909,nm0005821
2910,nm0019856|nm0021342
2911,nm0018641|nm0020556
2912,nm0014707
2913,nm0022216
2914,nm0031454
2915,nm0021294
2916,nm0023003
2917,nm0019266
2918,nm0025105
2919,nm0001896|nm0010470
2920,nm0011389
2921,nm0013876
2922,nm0028760
2923,nm0014745
2924,nm0030124
2925,nm0008675
2926,nm0022554
2927,nm0020826
2928,nm0016100
2929,nm0005971|nm0026012
2930,nm0018982
2931,nm0022833|nm0033169
2932,nm0012263
2933,nm0014441
2934,nm0014266
2935,nm0020366
2936,nm0020483
2937,nm0022745
2938,nm0030660
2939,nm0011440
2940,nm0020109
2941,nm0003422|nm0005887
2942,nm0012148
2943,nm0017144
2944,nm0014402
2945,nm0010017|nm0012395
2946,nm0030665
2947,nm0026630
2948,nm0012793
2949,nm0027666
2950,nm0028479
2951,nm0013404
2952,nm0009400
2953,nm0012841|nm0017141
2954,nm0021925|nm0030035
2955,nm0032464
2956,nm0017663
2957,nm0016171
2958,nm0020240
2959,nm0016143
2960,nm0010364
2961,nm0029671
2962,nm0017629
2963,nm0013868
2964,nm0026041
2965,nm0018584
2966,nm0014939
2967,nm0007276|nm0030163
2968,nm0011033
2969,nm0019983
2970,nm0010373
2971,nm0014026
2972,nm0007926
2973,nm0026387
2974,nm0007982
2975,nm0018700
2976,nm0019124
2977,nm0013638|nm0017758|nm0018602
2978,nm0007503
2979,nm0017117
2980,nm0007239
2981,nm0017210
2982,nm0030637
2983,nm0021102
2984,nm0007306
2985,nm0014724
2986,nm0010442
2987,nm0023121
2988,nm0023308
2989,nm0012238
2990,nm0031279
2991,nm0002816|nm0005804
2992,nm0022209
2993,nm0031134
2994,nm0019523
2995,nm0002935|nm0004310
2996,nm0023052
2997,nm0026717
2998,nm0007415
2999,nm0027657
3000,nm0002197
3001,nm0017816
3002,nm0025416
3003,nm0010985
3004,nm0005662
3005,nm0011860|nm0011907
3006,nm0030805
3007,nm0013105
3008,nm0032769
3009,nm0006349
3010,nm0009929
3011,nm0029525
3012,nm0031107
3013,nm0032240
3014,nm0011490|nm0026543
3015,nm0007853
3016,nm0017088
3017,nm0011183
3018,nm0016180
3019,nm0020564
3020,nm0022724
3021,nm0010470
3022,nm0007215
3023,nm0007726
3024,nm0020520
3025,nm0031891
3026,nm0002771|nm0021101
3027,nm0016506
3028,nm0026721
3029,nm0015799
3030,nm0010420
3031,nm0020768
3032,nm0032545
3033,nm0006131|nm0030333
3034,nm0017310
3035,nm0024758
3036,nm0016817|nm0019102
3037,nm0020695
3038,nm0020234
3039,nm0018136
3040,nm0013265
3041,nm0005719|nm0031033
3042,nm0027687
3043,nm0025753
3044,nm0024267
3045,nm0002158|nm0027790
3046,nm0011629
3047,nm0012261
3048,nm0030568
3049,nm0005694
3050,nm0021164
3051,nm0021015
3052,nm0010190
3053,nm0016183
3054,nm0018595
3055,nm0028225
3056,nm0010855
3057,nm0014319
3058,nm0006255|nm0018398
3059,nm0029876
3060,nm0032782
3061,nm0026552
3062,nm0006343|nm0031019
3063,nm0020703
3064,nm0014702
3065,nm0005775|nm0023080
3066,nm0014955
3067,nm0018335|nm0020109
3068,nm0026742
3069,nm0007973
3070,nm0017610
3071,nm0013988
3072,nm0021147
3073,nm0008875
3074,nm0013740|nm0021758
3075,nm0019987
3076,nm0025910
3077,nm0019233
3078,nm0028916
3079,nm0026526
3080,nm0013625
3081,nm0004065
3082,nm0017456
3083,nm0030892
3084,nm0012447|nm0032431
3085,nm0008945
3086,nm0017050
3087,nm0010134
3088,nm0030568|nm0030570
3089,nm0016681|nm0017119|nm0017820|nm0023428|nm0025583
3090,nm0021926|nm0025933
3091,nm0007937
3092,nm0008658|nm0014571|nm0032402
3093,nm0028109
3094,nm0020948|nm0026387
3095,nm0007792
3096,nm0003170
3097,nm0019988
3098,nm0017704
3099,nm0019712
3100,nm0002487
3101,nm0017965
3102,nm0019520
3103,nm0013897
3104,nm0031196
3105,nm0017818
3106,nm0008008
3107,nm0016207
3108,nm0002316|nm0020568
3109,nm0016218
3110,nm0017277
3111,nm0014740
3112,nm0017936
3113,nm0017661
3114,nm0024706
3115,nm0012499
3116,nm0002188|nm0020239
3117,nm0010185
3118,nm0017701
3119,nm0023603
3120,nm0015166
3121,nm0011840
3122,nm0005796
3123,nm0016290
3124,nm0011010
3125,nm0008561
3126,nm0013902|nm0013929
3127,nm0030669
3128,nm0015282
3129,nm0022216|nm0031951
3130,nm0008049
3131,nm0028422
3132,nm0027992
3133,nm0033432
3134,nm0019847
3135,nm0003490
3136,nm0005682
3137,nm0012756|nm0015408
3138,nm0025468
3139,nm0018263|nm0018613
3140,nm0003550
3141,nm0011111
3142,nm0026787
3143,nm0001316
3144,nm0018818
3145,nm0005806
3146,nm0016034
3147,nm0006252
3148,nm0020861
3149,nm0008017
3150,nm0019168|nm0023706|nm0024815
3151,nm0031446
3152,nm0013130
3153,nm0017558
3154,nm0005828
3155,nm0032573
3156,nm0018684
3157,nm0018398
3158,nm0030867
3159,nm0008276
3160,nm0002161
3161,nm0008495
3162,nm0001935|nm0027573
3163,nm0012407
3164,nm0030694
3165,nm0017044
3166,nm0021930
3167,nm0024101|nm0024815|nm0025901
3168,nm0008733
3169,nm0024651
3170,nm0020870
3171,nm0015890|nm0020598
3172,nm0023820
3173,nm0017115
3174,nm0021152
3175,nm0012266
3176,nm0009976
3177,nm0008670|nm0020947
3178,nm0014703
3179,nm0005635
3180,nm0026328
3181,nm0006074
3182,nm0006144|nm0014656
3183,nm0026157|nm0030805
3184,nm0017826|nm0023107
3185,nm0031033
3186,nm0030342
3187,nm0020476|nm0020588|nm0020597
3188,nm0018717
3189,nm0030205
3190,nm0002068
3191,nm0020706
3192,nm0024739
3193,nm0019935|nm0024701
3194,nm0005882
3195,nm0006287
3196,nm0010485
3197,nm0010845
3198,nm0013694
3199,nm0012120
3200,nm0028559
3201,nm0008313
3202,nm0032184
3203,nm0007856
3204,nm0016317
3205,nm0002158
3206,nm0020875
3207,nm0022279
3208,nm0010729
3209,nm0020234|nm0024736
3210,nm0023151
3211,nm0030679
3212,nm0032203
3213,nm0005896
3214,nm0018523
3215,nm0007529
3216,nm0021471
3217,nm0012435
3218,nm0016493
3219,nm0017203|nm0019526|nm0024030
3220,nm0008452
3221,nm0018922|nm0032102
3222,nm0012142
3223,nm0028114
3224,nm0011020
3225,nm0020892
3226,nm0031875
3227,nm0012838
3228,nm0004672
3229,nm0025767
3230,nm0010416
3231,nm0002183
3232,nm0019325
3233,nm0026835
3234,nm0002379
3235,nm0027927
3236,nm0009812
3237,nm0023299
3238,nm0003267
3239,nm0010134|nm0020258
3240,nm0026784
3241,nm0020822
3242,nm0005971
3243,nm0005901
3244,nm0019102
3245,nm0016376
3246,nm0023813
3247,nm0019420
3248,nm0005784
3249,nm0032923
3250,nm0024815
3251,nm0002061|nm0005697|nm0019922
3252,nm0011748
3253,nm0002615
3254,nm0011004
3255,nm0005939|nm0026484
3256,nm0017203|nm0019526
3257,nm0019238|nm0019325|nm0026742
3258,nm0018828
3259,nm0011226|nm0013149
3260,nm0011817
3261,nm0016270|nm0016645|nm0025134
3262,nm0021530
3263,nm0006117
3264,nm0016692
3265,nm0008329|nm0009015
3266,nm0000252
3267,nm0013403
3268,nm0013872
3269,nm0002061
3270,nm0022512
3271,nm0012505
3272,nm0021661
3273,nm0012110|nm0012168|nm0012243
3274,nm0010437
3275,nm0010943|nm0028602
3276,nm0009950
3277,nm0017109
3278,nm0006036
3279,nm0017202
3280,nm0014464
3281,nm0010945
3282,nm0014027
3283,nm0023512
3284,nm0020504
3285,nm0018942
3286,nm0029839
3287,nm0017728
3288,nm0013934
3289,nm0009186
3290,nm0007413
3291,nm0026987
3292,nm0009750|nm0025273
3293,nm0010289
3294,nm0009279|nm0020930
3295,nm0013104|nm0029671
3296,nm0008101|nm0016008|nm0017431
3297,nm0010329
3298,nm0013868|nm0027821
3299,nm0002051
3300,nm0001944
3301,nm0006194
3302,nm0005764
3303,nm0022495
3304,nm0009786
3305,nm0028681
3306,nm0018481
3307,nm0003248
3308,nm0011437
3309,nm0029178
3310,nm0020507
3311,nm0024876
3312,nm0026818
3313,nm0017464
3314,nm0016645|nm0033169
3315,nm0028286
3316,nm0028658|nm0028823
3317,nm0022390
3318,nm0001654
3319,nm0005823
3320,nm0025275
3321,nm0027159
3322,nm0030492
3323,nm0016072
3324,nm0009144|nm0012191
3325,nm0006252|nm0016678
3326,nm0027523
3327,nm0020474
3328,nm0022030
3329,nm0005746
3330,nm0032279
3331,nm0026696
3332,nm0005646
3333,nm0014974
3334,nm0005741
3335,nm0026474
3336,nm0023075
3337,nm0024743
3338,nm0000923
3339,nm0002233|nm0002569|nm0005841
3340,nm0010514|nm0018091
3341,nm0001919
3342,nm0002285
3343,nm0001196|nm0001935
3344,nm0024853
3345,nm0003433
3346,nm0000731
3347,nm0001178|nm0005903|nm0006291|nm0012810|nm0017893|nm0019886|nm0031446
3348,nm0001196
3349,nm0001452
3350,nm0018942|nm0021357
3351,nm0000923|nm0006048
3352,nm0002816
3353,nm0000861
3354,nm0000485|nm0002154|nm0003248|nm0005713|nm0005844|nm0005867
3355,nm0000036|nm0002301|nm0004592
3356,nm0002503|nm0005682
3357,nm0000022|nm0001318
3358,nm0001927|nm0007765
3359,nm0016422
3360,nm0006255|nm0027380
3361,nm0001178|nm0003540|nm0009372
3362,nm0000861|nm0019922
3363,nm0001931
3364,nm0005642|nm0006272|nm0007207
3365,nm0005947
3366,nm0000817|nm0002143
3367,nm0005906|nm0005993
3368,nm0006247
3369,nm0011310|nm0030568
3370,nm0010333|nm0018517
3371,nm0000001|nm0002143|nm0008441
3372,nm0008948
3373,nm0000909
3374,nm0001784
3375,nm0023907
3376,nm0001682
3377,nm0001485|nm0001577|nm0001635|nm0002146|nm0002197
3378,nm0000022|nm0001452|nm0004290|nm0027134
3379,nm0006272|nm0023894
3380,nm0001273|nm0005818|nm0007856
3381,nm0007214
3382,nm0000077|nm0000472|nm0001843|nm0005796|nm0005954|nm0006471
3383,nm0005746|nm0006278
3384,nm0001479|nm0002121
3385,nm0020180
3386,nm0000428|nm0005658
3387,nm0000472
3388,nm0019922
3389,nm0001843|nm0007219
3390,nm0002202
3391,nm0000909|nm0000992
3392,nm0005719
3393,nm0000122|nm0002301|nm0003424|nm0005906
3394,nm0000817|nm0007973|nm0010943|nm0018273|nm0018685|nm0027173|nm0028636
3395,nm0000012
3396,nm0000858|nm0016422
3397,nm0001211
3398,nm0002270
3399,nm0000370
3400,nm0018330
3401,nm0018540
3402,nm0001171|nm0003062|nm0006234|nm0007224
3403,nm0018319
3404,nm0005887
3405,nm0018685
3406,nm0005838
3407,nm0005800
3408,nm0000014|nm0001224|nm0001651|nm0002031|nm0002118|nm0005835|nm0006079|nm0006087|nm0006157|nm0027220
3409,nm0005716|nm0006044
3410,nm0000891|nm0000992
3411,nm0001224|nm0002031|nm0018717|nm0027220
3412,nm0007219
3413,nm0021502
3414,nm0001577
3415,nm0002271
3416,nm0032105
3417,nm0027229|nm0028600
3418,nm0019856
3419,nm0007327
3420,nm0020336
3421,nm0014703|nm0028916
3422,nm0026171|nm0026172
3423,nm0007220
3424,nm0007223
3425,nm0001318|nm0010936
3426,nm0005803|nm0018717
3427,nm0000472|nm0005713
3428,nm0003586|nm0005922
3429,nm0000910|nm0001981
3430,nm0031832
3431,nm0003277
3432,nm0000858|nm0000891
3433,nm0026716
3434,nm0005748|nm0014363
3435,nm0002233
3436,nm0015801
3437,nm0001256
3438,nm0030170
3439,nm0002311|nm0020555
3440,nm0032189
3441,nm0006135|nm0028352
3442,nm0014217
3443,nm0001485|nm0001635
3444,nm0003248|nm0005642
3445,nm0003895
3446,nm0000122|nm0000710|nm0002104|nm0003424|nm0005806|nm0005906|nm0018685
3447,nm0001966|nm0006252
3448,nm0003348|nm0003668|nm0018584
