movie_key,title,movieid,tconst,multiple_concatenate_genre_key,multiple_concatenate_professional_key,releasedate,averagerating,num_votes
17727,Halfweg,149150,,87372,,2014,,
35720,Atragon (Kaitei Gunkan),6654,,87594,,1963,,
34558,"Patch of Blue, A",6178,,87574,,1965,,
18844,Scooby-Doo! The Mystery Begins,85268,,87397,,2009,,
18984,"2 Fast 2 Furious (Fast and the Furious 2, The)",6383,,86380,,2003,,
3349,In a Glass Cage (Tras el cristal),8680,,87415,,1986,,
24306,Hellfighters,55926,,86710,,1968,,
11239,Over the Brooklyn Bridge,116521,,86648,,1984,,
25113,The Bugle Sounds,124215,,86876,,1942,,
38357,"Scent of Green Papaya, The (Mùi du du xhan - L''odeur de la papaye verte)",7745,,86664,,1993,,
32936,"Autobiography of Miss Jane Pittman, The",113474,,86664,,1974,,
18680,Comic Book Villains,6670,,86648,,2002,,
21147,The Comedians,122484,,86664,,1967,,
29172,Enchantment,117690,,87574,,1948,,
5249,Jay and Silent Bob Strike Back,4734,,86961,,2001,,
6626,Beck - Sjukhusmorden,132460,,87272,,2015,,
23112,Superman and the Mole-Men,89881,,86605,,1951,,
11160,Nightcap (Merci pour le chocolat),5517,,86427,,2000,,
11221,The Redeemer: Son of Satan!,140235,,87176,,1978,,
6983,"Call, The",101360,,87289,,2013,,
28960,Embracing,116959,,86398,,1992,,
10819,"One-Armed Swordsman, The (Dubei dao)",82641,,87053,,1967,,
2679,New Jack City,6977,,86406,,1991,,
33450,Kolya (Kolja),1446,,87372,,1996,,
32026,Talking to Heaven,123449,,86803,,2002,,
33601,"Chronic-Con, Episode 420: A New Dope",140619,,87460,,2015,,
14503,"Naked Man, The",2343,,86664,,1998,,
16097,World War II: When Lions Roared,106506,,86519,,1994,,
26447,Jane Wants a Boyfriend,158007,,87574,,2015,,
31836,Blame It on Rio,2259,,86323,,1984,,
18944,Cargo 200 (Gruz 200),70992,,86664,,2007,,
15245,Sullivan's Travels,2936,,86446,,1941,,
27787,Ode to My Father,152846,,86664,,2014,,
7605,"Rose, The",6735,,86664,,1979,,
30900,"Heart of Me, The",6487,,87574,,2002,,
11795,Goodbye Gemini,150914,,86664,,1970,,
2298,"Big Circus, The",101446,,86664,,1959,,
27733,Fighting Fish,148654,,86308,,2012,,
30967,"Machine Girl, The (Kataude mashin gâru)",60522,,87528,,2008,,
12400,Your Sister's Sister,95135,,87372,,2011,,
23686,The Cop,128732,,86427,,1970,,
21700,Black Coffee,111872,,86323,,2014,,
4197,Riot on Sunset Strip,83664,,86664,,1967,,
16221,Move,141528,,87119,,1970,,
31547,Julia,129333,,87174,,2014,,
27223,Together (Tillsammans),4741,,86825,,2000,,
13019,La scuola è finita,138332,,86876,,2010,,
6848,London,43908,,86664,,2005,,
26621,White Reindeer,107614,,87372,,2013,,
512,Mutants,104561,,87290,,2009,,
21106,Amy's O (a.k.a. Amy's Orgasm),5532,,86323,,2001,,
24300,Barbershop,5572,,86648,,2002,,
31882,"Children, The",64010,,87176,,2008,,
913,"N Word, The",44703,,86398,,2004,,
570,"Violent Cop (Sono otoko, kyôbô ni tsuki)",32196,,87255,,1989,,
30780,The Great St. Trinian's Train Robbery,123537,,87409,,1966,,
34173,17 Again,68135,,87372,,2009,,
18422,"Spirit of ''76, The",6479,,86314,,1990,,
6631,Something Has Happened,158364,,86876,,1987,,
17147,The Seat Filler,131812,,86323,,2004,,
30837,One Million B.C.,80903,,86487,,1940,,
25458,Bully,4450,,87032,,2001,,
17922,"Ascent of Money, The",77181,,86398,,2008,,
8508,When a Stranger Calls Back,122238,,87174,,1993,,
22259,Head of State,6265,,86648,,2003,,
5018,The Movies,155423,,86648,,1925,,
30749,New York Minute,7453,,87327,,2004,,
25373,Virgil Bliss,137791,,86876,,2001,,
22856,Still Life,116155,,86664,,2013,,
33490,"City Dark, The",92781,,86398,,2011,,
33216,Party Favors,131898,,86876,,1987,,
33383,Bros Before Hos,144222,,86648,,2013,,
27136,Bringing Out the Dead,2976,,86664,,1999,,
7857,I'm Not Rappaport,1317,,86648,,1996,,
34126,Someone To Love,122988,,86876,,1988,,
8622,Cooperstown,82491,,86664,,1993,,
4596,R2B: Return to Base,144492,,87434,,2012,,
12806,Walking Tall,26309,,87255,,1973,,
2686,Conviction,80939,,86664,,2010,,
4580,White Noise,30894,,86952,,2005,,
18144,Sweet Sweetback's Baadasssss Song,26257,,87032,,1971,,
38821,Mr. Deeds Goes to Town,25827,tt0027996,86323,3453,1936,8,23005
20653,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)",8014,,86664,,2003,,
20973,In Society,156313,,86648,,1944,,
13564,Kid Monk Baroni,132858,,86664,,1952,,
333,"Clay Bird, The (Matir moina)",93888,,86664,,2002,,
14705,Billy Elliot,3967,,86664,,2000,,
6492,Persona,7327,,86664,,1966,,
18450,Smash-Up: The Story of a Woman,52634,,87574,,1947,,
26040,Little Criminals,92956,,86415,,1995,,
34701,Wishful Drinking,84160,,86398,,2010,,
5829,If You Build It,143247,,86398,,2014,,
25643,Portraits of Women (Naisenkuvia),72607,,87372,,1970,,
27938,Soul Boys of the Western World,141650,,86398,,2014,,
11612,The Third Jihad,158328,,86398,,2008,,
11472,Resurrected,139737,,86876,,1989,,
30038,Tales from the Script,81090,,86398,,2009,,
37376,PoliWood,86839,,86398,,2009,,
25051,Riding in Cars with Boys,4867,,87372,,2001,,
7979,Money for Nothing,7229,,86603,,1993,,
2628,The Most Beautiful Wife,143631,,86415,,1970,,
3571,Retribution,150995,,87247,,2015,,
19780,Katt Williams: Kattpacalypse,124145,,86648,,2012,,
21597,Friendship!,78251,,86648,,2010,,
29814,Middle of Nowhere,100038,,87574,,2012,,
37498,The Blue Planet,154856,,87574,,1981,,
1198,Lines of Wellington,150381,,86519,,2012,,
17049,"Unfinished Life, An",37475,,86664,,2005,,
15607,"Savage Innocents, The",51302,,86373,,1960,,
27285,The Lady in the Car with Glasses and a Gun,150580,,86664,,1970,,
1915,Libel,84671,,86664,,1959,,
16648,Diabolique,640,,87289,,1996,,
38176,Love,140162,,87574,,2015,,
15709,Upside Down,100302,,86372,,2012,,
34561,Eaters,144068,,87174,,2015,,
931,For the Birds,95858,,87563,,2000,,
37827,"Commare secca, La (Grim Reaper, The)",51528,,86443,,1962,,
18141,Igby Goes Down,5577,,87372,,2002,,
13807,Killing Bono,101756,,86648,,2011,,
23978,"Trouble with Angels, The",7227,,86648,,1966,,
27401,Young Torless,32375,,86664,,1966,,
38229,The Tattooist,121259,,87174,,2007,,
23202,"Hard Way, The",25882,,86664,,1943,,
23415,Southern Rites,133865,,86398,,2015,,
26599,The Black Devil,125996,,87119,,1905,,
10263,"Corruptor, The",2540,,87255,,1999,,
24904,"Big Bang, The",94011,,86958,,2011,,
3901,Spiders,138674,,87290,,2000,,
20302,Angel of Death,134134,,86958,,1987,,
25359,Playing God,1647,,87032,,1997,,
11489,Suite 16,150008,,87080,,1994,,
26476,Notting Hill,2671,,86323,,1999,,
16716,Shutter,149026,,86805,,2013,,
38281,Bali,145712,,87574,,1970,,
10176,Thrust in Me,116949,,86876,,1985,,
3051,Nick Offerman: American Ham,119649,,86648,,2014,,
9543,Eyes of a Stranger,87006,,87174,,1981,,
10960,Ringu 2 (Ring 2),6243,,86500,,1999,,
16555,Fires Within,120094,,87289,,1991,,
37297,It’s Only Make Believe,137250,,86664,,2013,,
1177,Confidentially Yours (Vivement dimanche!),42938,,86346,,1983,,
6317,"No Leave, No Love",156182,,86648,,1946,,
7300,Committed,146636,,86825,,2014,,
28848,Ninjas vs. Zombies,118336,,86425,,2008,,
5311,Under the Yum Yum Tree,54725,,86648,,1963,,
34047,Cool Air,78951,,87176,,2006,,
18600,All Stars,154228,,86876,,1997,,
27379,"Road Warrior, The (Mad Max 2)",3703,,86918,,1981,,
4053,Lily Lane,153818,,86876,,2016,,
8520,Chamatkar,146182,,86323,,1992,,
11951,Radio Unnameable,133329,,86398,,2012,,
14765,"Good Boy, Bad Boy",153778,,86876,,2007,,
36525,The Black Dakotas,121652,,87353,,1954,,
27104,Lily & Kat,131626,,87372,,2015,,
12865,Pagan Love Song,123036,,87574,,1950,,
35643,Kung Fu Hustle (Gong fu),31878,,87409,,2004,,
38278,Emil and the Detectives,148444,,86603,,1931,,
7304,"Low Life, The",32090,,86664,,1995,,
35110,"Life and Adventures of Santa Claus, The",106986,,87129,,1985,,
33625,Hellboy Animated: Blood and Iron,140511,,86893,,2007,,
18437,Stephen Fry: The Secret Life of the Manic Depressive,139879,,86398,,2006,,
31971,Legend of Lemnear,157821,,86442,,1987,,
18866,Iliza Shlesinger: War Paint,135693,,86648,,2013,,
25633,Broadcast News,2243,,86825,,1987,,
36750,Rapid Fire,118904,,86380,,2006,,
4182,"Warriors, The",7802,,86697,,1979,,
25558,"Grass Is Greener, The",4796,,86323,,1960,,
35871,War on Everyone,155846,,86648,,2016,,
20573,It Started in Naples,33049,,87372,,1960,,
4872,Final Fantasy VII: Advent Children,37830,,87461,,2004,,
10077,"Misfits, The",4428,,86576,,1961,,
15252,Battletruck,127600,,87476,,1982,,
11880,"Hole, The (Dong)",27095,,87028,,1998,,
9487,Trailer Park Boys,93320,,86603,,1999,,
9780,Withnail & I,1202,,86648,,1987,,
28174,Special Features: Handsome,140042,,86648,,1983,,
9063,Joni,140437,,86664,,1979,,
34281,Milk?,140263,,86398,,2012,,
12082,"Hasty Heart, The",66983,,86664,,1949,,
18077,Jauja,120110,,86416,,2014,,
4871,Scooby-Doo! Legend of the Phantosaur,136357,,86458,,2011,,
2196,Orders to Kill,118023,,86519,,1958,,
12017,"Devil''s Backbone, The (Espinazo del diablo, El)",4902,,86376,,2001,,
16258,Comrade Pedersen (Gymnaslærer Pedersen),108065,,86664,,2006,,
37830,I'm Not Ready for Christmas,149386,,87412,,2015,,
30102,Children...,146056,,87032,,2011,,
23624,"Bear, The (Ours, L'')",3412,,87304,,1988,,
29675,Open Water,27822,,87289,,2003,,
26923,Helicopter Mom,136692,,86648,,2014,,
16623,Neon Maniacs,139588,,87176,,1986,,
9528,Battle: Los Angeles,85131,,87677,,2011,,
11382,Sin City,32587,,87282,,2005,,
6417,The Boy and the World,135502,,86354,,2013,,
3376,Bait,3898,,87409,,2000,,
24049,Bad Eggs,62721,,87637,,2003,,
26731,A Murder in the Park,147744,,86926,,2014,,
31767,Unconscious (Inconscientes),33363,,86444,,2004,,
5214,Blade,2167,,87720,,1998,,
18913,Money Talks,1604,,87409,,1997,,
28766,Get Yourself a College Girl,120452,,86648,,1964,,
4782,"Royal Affair, A (Kongelig affære, En)",96911,,87574,,2012,,
37109,127 Hours,81562,,86823,,2010,,
25714,Hunk,4120,,86648,,1987,,
17911,The Giant Behemoth,155645,,87428,,1959,,
781,Jurassic Prey,152972,,86369,,2015,,
25995,"Roommate, The",87028,,87289,,2011,,
7800,The Thunder Kick,130652,,86876,,1974,,
21247,Рицар без броня,130182,,86534,,1966,,
3178,Lollipop Monster,141497,,86664,,2011,,
7657,"Last Time I Saw Archie, The",111507,,86589,,1961,,
36673,Ballerina,132062,,86876,,2006,,
26514,May Fools (Milou en mai),78270,,86323,,1990,,
3528,Love and Other Drugs,82167,,86825,,2010,,
29799,Felony,113186,,86805,,2013,,
10600,Taxi 4,54908,,87409,,2007,,
38499,"Taza, Son of Cochise",125035,,86786,,1954,,
7088,Zatoichi and the Doomed Man (Zatôichi sakate giri) (Zatôichi 11),107262,,87053,,1965,,
31921,They Call Me Bruce? (a.k.a. A Fistful of Chopsticks),6141,,86648,,1982,,
26542,Tap,4674,,86664,,1989,,
17445,Lightning Strikes Twice,97667,,86443,,1951,,
1812,Dogville Confessions,153424,,86876,,2004,,
1147,Not Since You,149834,,87574,,2009,,
26974,Caterpillar,137150,,86519,,2010,,
33923,"Deep Blue Sea, The",90933,,87574,,2011,,
3982,Off Beat,105117,,86323,,1986,,
17871,Bloody Che Contra,145714,,86876,,1968,,
2342,Chelsea Girls,71750,,86664,,1966,,
5460,"Patrik Age 1.5 (Patrik 1,5)",80584,,86825,,2008,,
19687,The Seaside Motel,149464,,86323,,2010,,
11171,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud),32179,,87032,,1958,,
31183,Fear X,8506,,86960,,2003,,
29002,Patton Oswalt: Finest Hour,120811,,86648,,2011,,
36043,"Dark Tower, The",77615,,87289,,1943,,
25435,Quai des Orfèvres (Jenny Lamour),6467,,86415,,1947,,
30935,Cinderella,129195,,87574,,2011,,
37662,Vision Quest,26561,,87574,,1985,,
25696,The Education Of Shelby Knox,148769,,86398,,2005,,
33533,Just a Kiss,5624,,86323,,2002,,
1979,Exodus: Tales from the Enchanted Kingdom,156830,,87124,,2005,,
19893,Sexual Life,113152,,87067,,2005,,
12171,Taxi,8912,,87409,,2004,,
32086,The Devil's Mask,121827,,86350,,1946,,
28944,Sarraounia,113541,,86519,,1986,,
12028,Bikini Summer,88059,,86648,,1991,,
3132,Is Paris Burning? (Paris brûle-t-il?),6497,,86519,,1966,,
16700,Nadja,184,,86664,,1994,,
14137,Johnny Express,128991,,86565,,2014,,
8387,Eddie and the Cruisers,4589,,86486,,1983,,
1585,Calling Dr. Death,105601,,86789,,1943,,
5886,Barbarian Queen,26530,,87152,,1985,,
13677,Americano,101799,,87103,,2005,,
25430,Banksy Does New York,142117,,86398,,2014,,
23800,Million Dollar Eel,140918,,86648,,1971,,
37282,Stick It,45221,,86648,,2006,,
3374,Wallace & Gromit: A Close Shave,745,,87563,,1995,,
329,Afro Samurai,139130,,87257,,2007,,
7950,"Art of Flight, The",93420,,87024,,2011,,
32780,Crawl,143098,,86427,,2011,,
35105,Sanshiro Sugata (Judo Saga) (Sugata Sanshirô),67929,,87641,,1943,,
8149,Tales from the Darkside: The Movie,2327,,87326,,1990,,
16340,Bitter Sweet,109704,,86774,,1940,,
25104,World on a Wire (Welt am Draht),57772,,86563,,1973,,
4697,Vacancy,52644,,87174,,2007,,
18704,Thunder in the Sun,121957,,87511,,1959,,
19947,"Visit, The",140523,,86530,,2015,,
37715,"Best Man, The (Testimone dello sposo, Il)",2156,,86825,,1998,,
16298,Sunshine Barry & the Disco Worms,154558,,87563,,2008,,
38250,Atari: Game Over,132446,,86398,,2014,,
5164,"Company You Keep, The",99741,,86805,,2012,,
21933,The Pink Floyd and Syd Barrett Story,148848,,86398,,2003,,
35318,Late Marriage (Hatuna Meuheret),6202,,86825,,2001,,
6682,Stiletto,117360,,87255,,2008,,
15704,Look Who's Talking Now,5452,,87106,,1993,,
29014,Nothing About Robert (Rien sur Robert),86489,,87372,,1999,,
32720,Vera Drake,8951,,86664,,2004,,
15586,Le port du désir,123830,,86876,,1955,,
11929,Sleeping with Other People,127140,,86825,,2015,,
17595,Down and Out with the Dolls,6253,,86648,,2001,,
17046,"Look, Up in the Sky! The Amazing Story of Superman",101003,,86398,,2006,,
17549,The Golden Calf,133361,,87372,,1968,,
3783,When the Game Stands Tall,117308,,86664,,2014,,
33296,Kill 'em All,132987,,86380,,2012,,
34581,Always Leave Them Laughing,109643,,87372,,1949,,
31158,True Heart,106887,,87304,,1997,,
10583,Let Fury Have the Hour,99020,,86398,,2012,,
22680,The Cat Who Walked by Herself,153582,,87578,,1988,,
31607,Mental,97858,,87372,,2012,,
18440,"Omen, The",45662,,87174,,2006,,
21801,I Heart Huckabees,8910,,86648,,2004,,
11500,"Paper Will Be Blue, The (Hîrtia va fi albastrã)",80731,,87053,,2006,,
35144,Flowing (Nagareru),96594,,86664,,1956,,
11826,Love and Death,3814,,86648,,1975,,
12692,After,137809,,86664,,2009,,
5017,Dogma,3052,,86790,,1999,,
36900,Jesse Stone: Thin Ice,113534,,86332,,2009,,
11440,Taking Chance,66385,,86519,,2009,,
25782,Then She Found Me,58418,,86825,,2007,,
6828,"Haunted Strangler, The (Grip of the Strangler)",79647,,87240,,1958,,
29489,Independence Day (a.k.a. ID4),780,,86918,,1996,,
28072,Tusk,114670,,87701,,2014,,
21304,Napoli: i 5 della squadra speciale,133103,,86956,,1979,,
7541,Normal Life,1053,,86412,,1996,,
25999,The Power Within,123048,,86610,,1995,,
37386,Husbands,66279,,86664,,1970,,
14711,Hard Times,8631,,87053,,1975,,
28079,Welcome to the South (Benvenuti al Sud),86408,,86648,,2010,,
28811,Her Alibi,4603,,86323,,1989,,
32129,The Whoopee Boys,131696,,86323,,1986,,
30659,Cinematographer Style,70821,,86398,,2006,,
17015,Wodaabe: Herdsmen of the Sun,145753,,86398,,1989,,
1115,Hooligan,137593,,86316,,1998,,
2230,"Last Bolshevik, The (Tombeau d''Alexandre, Le)",48647,,86398,,1993,,
18378,Hallettsville,135949,,86805,,2009,,
29833,The Deerslayer,140433,,87511,,1957,,
524,Miss Bala,91416,,87472,,2011,,
26897,"Clearing, The",8639,,87289,,2004,,
30664,"Amazing Panda Adventure, The",146,,87718,,1995,,
18205,Après l'amour,153380,,86876,,1992,,
3259,"Daddy, Darling",130620,,86876,,1970,,
33640,Beautiful Lies (De vrais mensonges) (Full Treatment),89449,,86825,,2010,,
16949,Hellbound: Hellraiser II,3918,,87176,,1988,,
12185,Life Lesson,154652,,86876,,1995,,
11251,Water for Elephants,86548,,87574,,2011,,
30245,Dr. T and the Women,3953,,86323,,2000,,
1832,Are You Scared?,59131,,87176,,2006,,
22103,Land of Plenty (Angst and Alienation in America),48214,,86664,,2004,,
15400,Rikyu,26670,,86664,,1989,,
21619,Atlantis: The Lost Empire,4366,,86981,,2001,,
6136,"Final Season, The",55440,,86664,,2007,,
4569,Freeway II: Confessions of a Trickbaby,27171,,86467,,1999,,
13658,Born to Be Blue,155748,,86664,,2015,,
33283,The Girl in Black Stockings,124745,,86415,,1957,,
27636,The Pyramid,148898,,86380,,2007,,
28971,"Crying Out Love in the Center of the World (Sekai no chûshin de, ai o sakebu)",58174,,87574,,2004,,
2981,Dude Bro Party Massacre III,141918,,86530,,2015,,
33784,"Sierra, La",54326,,86398,,2005,,
6821,Jabberwocky,4911,,86790,,1977,,
2208,Tremors II: Aftershocks,7845,,87521,,1996,,
5686,Quatre étoiles,149516,,86648,,2005,,
16776,Delicacy (La délicatesse),93842,,86323,,2011,,
33673,About Adam,3862,,86648,,2000,,
32281,Oblivion,101864,,87059,,2013,,
34127,Chouga (Shuga),100334,,86664,,2007,,
16505,Heartbreak Hotel,4510,,86648,,1988,,
16729,Julietta,153574,,86876,,2001,,
409,Irene in Time,79106,,86825,,2009,,
24299,"Year of the Yao, The",33134,,86398,,2004,,
31942,Looking for Eric,73101,,87224,,2009,,
3950,California,66250,,87353,,1946,,
18922,Ichi the Killer (Koroshiya 1),7235,,87399,,2001,,
15550,Beloved (Les bien-aimées),96259,,86774,,2011,,
5418,Snow and Ashes,81906,,86985,,2010,,
5820,Beyond the Purple Hills,109233,,87511,,1950,,
24916,Мафия,152660,,86876,,2016,,
1829,"Whip Hand, The",115479,,86287,,1951,,
37033,Hard-Boiled (Lat sau san taam),3265,,87255,,1992,,
18958,Naked Fear,67457,,87174,,2007,,
21200,Angel's Leap,128768,,86956,,1971,,
31230,The Propaganda Game,148984,,86398,,2015,,
38537,Nurse Betty,3893,,87725,,2000,,
18950,She Wants Me,137260,,87663,,2012,,
19851,Alive,3250,,86664,,1993,,
35190,Vedhalam,157559,,87042,,2015,,
29595,Frankenstein Must Be Destroyed,7900,,86742,,1969,,
15261,Creepshow 2,3017,,87176,,1987,,
38312,Cervantes,144876,,86779,,1967,,
28008,Senn,149731,,87296,,2013,,
27669,Even Money,45030,,86415,,2006,,
32777,Kiss Me Again,52773,,87574,,2006,,
9307,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie),5672,,86981,,2002,,
2531,Superchick,129040,,86958,,1973,,
7692,Visioneers,70032,,86648,,2008,,
16693,Abraham Lincoln: Vampire Hunter,95207,,86704,,2012,,
31984,"Mikado, The",96545,,86633,,1939,,
25832,Séraphine,70342,,86519,,2008,,
37973,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),667,,86308,,1996,,
20919,Terror in a Texas Town,1386,,87511,,1958,,
1377,Saving Mr. Banks,107141,,87372,,2013,,
23593,9,115881,,87355,,2005,,
8250,Endurance,2627,,87681,,1999,,
38371,Chrysalis,149608,,86742,,2014,,
17787,16 Wishes,140747,,87283,,2010,,
9521,Outlaw Blues,110219,,86664,,1977,,
26490,Night Patrol,8742,,86648,,1984,,
30462,Fat Man and Little Boy,4595,,86664,,1989,,
21270,She Devils of the SS (Eine Armee Gretchen),114719,,86985,,1973,,
34965,Freeway: Crack in the System,141880,,86398,,2014,,
4297,Umberto D.,6611,,86664,,1952,,
32904,"Boys of St. Vincent, The",121,,86664,,1992,,
4157,Due partite,138466,,86664,,2009,,
24435,Major League II,26870,,86648,,1994,,
31683,Live Music,93083,,86354,,2009,,
27724,From the Head,143015,,86664,,2011,,
30880,The Loretta Claiborne Story,135561,,86876,,2000,,
9475,The Culling,132735,,87174,,2015,,
7051,Dream Land,126979,,86876,,2004,,
8698,Golmaal,135777,,86635,,2006,,
25218,Love Letters,80260,,87660,,1945,,
10929,Paradise Found,144464,,86664,,2003,,
20262,The Captivating Star of Happiness,141814,,87574,,1975,,
17382,Aferim!,144784,,86664,,2015,,
13999,G.I. Joe: Retaliation,101076,,87403,,2013,,
19660,Barnyard: The Original Party Animals,47264,,87563,,2006,,
32083,Firestarter,3708,,87174,,1984,,
38602,Ju Dou,26694,,86664,,1990,,
14399,The Last Bullet,158117,,86380,,1973,,
20437,"Acapulco, First Beach... To the Left",119850,,86648,,1983,,
8822,Fico d'India,134467,,86648,,1980,,
38220,Moving Target,141292,,86876,,1996,,
5911,Fightville,109902,,86398,,2011,,
5941,The Butterfly Effect,7254,,86452,,2004,,
29086,Landet som icke är,103087,,86664,,1977,,
17898,Vieni avanti cretino,137879,,86648,,1982,,
12811,Twitches Too,142204,,87283,,2007,,
14286,"Letter to Elia, A",88682,,86398,,2010,,
26268,Zoom Zoom Zoom,119003,,86633,,1969,,
6464,Return of the Living Dead 3,58485,,87275,,1993,,
6252,"Return, The",49205,,86513,,2006,,
7833,Meskada,123427,,87332,,2010,,
1021,Mr. Jones,118922,,86378,,2013,,
11594,"Sentinel, The",8885,,86716,,1977,,
18883,"Phantom, The",761,,86710,,1996,,
35701,No Place to Hide,130828,,86805,,1970,,
12511,A Gun for Jennifer,129295,,87032,,1997,,
3813,Return to Nuke 'Em High Volume 2,155539,,86876,,2014,,
6474,The Woman I Love,150588,,86664,,1937,,
25885,By the Gun,118326,,87032,,2014,,
31015,Lust for Life,8153,,86664,,1956,,
20162,The Day Silence Died,152682,,86876,,1999,,
14298,Mr. Moto in Danger Island,104249,,87332,,1939,,
38939,Behind the Headlines,113319,tt0028618,87025,2679,1937,6,202
4000,Beer,26532,,86648,,1985,,
3957,Free The Mind,106202,,86398,,2012,,
968,Bus Riley's Back In Town,118226,,86664,,1965,,
37604,"Last Dragon, The",4442,,86437,,1985,,
27436,Spike Island,154178,,86664,,2012,,
27877,"Gunfight at Dodge City, The",66620,,87511,,1959,,
1969,"Happening, The",60037,,86452,,2008,,
20256,"Man Who Shot Liberty Valance, The",4406,,86824,,1962,,
21923,Spirited Away (Sen to Chihiro no kamikakushi),5618,,87367,,2001,,
14960,"Woman Chaser, The",53847,,86648,,1999,,
9398,The Librarians (Strike Force),123822,,86958,,2004,,
6081,Live!,68667,,87372,,2007,,
3749,Sister Act 2: Back in the Habit,3248,,86648,,1993,,
7201,4th Man Out,153959,,86648,,2016,,
19323,Hercules and the Lost Kingdom,123159,,86888,,1994,,
29896,"Sixth Sense, The",2762,,86660,,1999,,
7122,eXistenZ,2600,,86999,,1999,,
27176,Aankhen,146184,,86648,,1993,,
35704,On Approval,124615,,86323,,1944,,
5298,"King of Ping Pong, The (Ping-pongkingen)",65063,,86664,,2008,,
38693,Nobody's Perfect,134202,,86398,,2008,,
372,Lambert & Stamp,132484,,86398,,2014,,
34086,Jimi Hendrix: Hear My Train A Comin',129644,,86398,,2013,,
25712,Polisse,90474,,86415,,2011,,
37902,Beautiful,3912,,87372,,2000,,
38675,"Crime and Punishment, USA",116287,,86876,,1959,,
19937,"Assassination of Jesse James by the Coward Robert Ford, The",55363,,86824,,2007,,
3547,Melody,129947,,87574,,1971,,
27615,Me and the Colonel,89932,,86592,,1958,,
24335,"Wings of the Dove, The",1683,,87574,,1997,,
32901,Seven Beauties (Pasqualino Settebellezze),2238,,87372,,1976,,
27085,Unhook the Stars,1038,,86664,,1996,,
13993,"I Love, You Love (Ja milujem, ty milujes)",113723,,86825,,1989,,
4388,Passion of Mind,3540,,87660,,2000,,
33002,Melvin and Howard,2988,,86664,,1980,,
18689,"Second Woman, The",110613,,86470,,1950,,
12945,Operation Zucker,151379,,86876,,2013,,
11772,Crab Trap,142260,,86664,,2010,,
28077,Welcome to Hard Times,123296,,87511,,1967,,
5906,Wild Tigers I Have Known,54341,,86664,,2006,,
27870,"Reader, The",64622,,87574,,2008,,
30372,"Naked Jungle, The",30954,,87047,,1954,,
16575,This is a Hijack,129482,,87032,,1973,,
31548,Leatherheads,58839,,86825,,2008,,
23732,How To Change The World,143896,,86398,,2015,,
38857,Hands Across the Table,82311,tt0026452,86323,3501,1935,7,2123
2150,Trouble,150941,,86805,,2005,,
32385,Bloodsport,3444,,86308,,1988,,
19426,Windy City,147180,,86664,,1984,,
19784,Life with Mikey,486,,86648,,1993,,
10142,Working Girls,133199,,86664,,1986,,
37512,Wicked Woman,127333,,87469,,1953,,
7335,What Planet Are You From?,3326,,86314,,2000,,
8873,Amazons,151903,,86888,,1986,,
35131,Beethoven's 3rd,128169,,86635,,2000,,
5785,At the Death House Door,60183,,86398,,2008,,
26064,Carry On Again Doctor,152366,,86648,,1969,,
11485,Above the Law,4466,,86406,,1988,,
32225,"Day of the Triffids, The",5981,,87290,,1962,,
4129,Behind the Mask: The Rise of Leslie Vernon,54910,,87575,,2006,,
22601,Monster in a Box,7620,,87372,,1992,,
10652,Green Tea (Lü cha),27858,,87574,,2003,,
1530,The Barkley Marathons: The Race That Eats Its Young,154358,,86398,,2015,,
15278,"Price Above Rubies, A",1814,,86664,,1998,,
7225,"Femme Nikita, La (Nikita)",1249,,87202,,1990,,
21319,Deadline,81316,,86378,,2009,,
11906,Sorority Wars,119182,,87372,,2009,,
4648,Eagle's Wing,118093,,87511,,1979,,
19501,Wuthering Heights,5035,,86664,,1970,,
18073,Basil,137339,,87574,,1998,,
38814,Call Her Savage,92188,tt0022737,86664,2858,1932,7,893
17517,They Live by Night,25945,,86328,,1949,,
4126,Barbie Presents: Thumbelina,133161,,87129,,2009,,
37661,Fun on a Weekend,125531,,86876,,1947,,
1467,"Mother Dao, the Turtlelike (Moeder Dao, de schildpadgelijkende)",86719,,86398,,1995,,
3194,Hope Springs,96121,,87372,,2012,,
5395,Tangled,81847,,86748,,2010,,
32252,The Boat Is Full,137124,,86519,,1981,,
4327,The Runway,149122,,87372,,2010,,
22327,Illegal,67359,,86868,,1955,,
34925,The Light Thief,134176,,86664,,2011,,
39078,Beau Geste,141170,tt0016634,86876,3543,1926,7,463
29898,Tony Rome,26177,,87032,,1967,,
28150,Silent Hunter,147156,,86958,,1995,,
22667,"Quo Vadis, Baby?",87794,,87289,,2005,,
34796,April's Shower,42736,,86323,,2003,,
37378,A Horse for Danny,140385,,86534,,1995,,
33461,Silent Waters,153260,,86876,,2003,,
35570,Glamour Boy,144898,,87372,,1941,,
8733,Latin Lovers,122831,,87067,,1953,,
5582,Pusher III: I'm the Angel of Death,51545,,87244,,2005,,
877,The Caller,130872,,87281,,1987,,
37781,One Minute to Zero,124663,,86519,,1952,,
28817,National Lampoon's Bag Boy,118834,,86648,,2007,,
